pk,totoal_funding,github_url,homepage,category,grant_url,first_grant_date,repos
337,92707.08,https://github.com/zkcream,https://zkcre.am,Infra Tech,https://gitcoin.co/grants/337/zkcream-zero-knowledge-confidential-reliable-ethe,2020/06/16 00:00:00,https://github.com/zkcream/zkcream.github.io; https://github.com/zkcream/docs
275,91331.43,https://github.com/WalletConnect,,Infra Tech,https://gitcoin.co/grants/275/walletconnect,2020/01/06 00:00:00,https://github.com/WalletConnect/py-walletconnect-bridge; https://github.com/WalletConnect/walletconnect-website; https://github.com/WalletConnect/py-walletconnect-push; https://github.com/WalletConnect/walletconnect-docs; https://github.com/WalletConnect/node-walletconnect-bridge; https://github.com/WalletConnect/walletconnect-demo-app; https://github.com/WalletConnect/firebase-walletconnect-push; https://github.com/WalletConnect/walletconnect-monorepo; https://github.com/WalletConnect/walletconnect-example-dapp; https://github.com/WalletConnect/node-walletconnect-push; https://github.com/WalletConnect/walletconnect-assets; https://github.com/WalletConnect/WCIPs; https://github.com/WalletConnect/kotlin-walletconnect-lib; https://github.com/WalletConnect/swift-walletconnect-lib; https://github.com/WalletConnect/walletconnect-test-wallet; https://github.com/WalletConnect/cosmos-wallet; https://github.com/WalletConnect/WalletConnectSwift; https://github.com/WalletConnect/association; https://github.com/WalletConnect/wallet-connect-kotlin; https://github.com/WalletConnect/wallet-connect-swift
1403,89715.29,https://github.com/Geo-Web-Project,https://geoweb.network/,NFTs,https://gitcoin.co/grants/1403/geo-web,2021/03/10 00:00:00,https://github.com/Geo-Web-Project/specs; https://github.com/Geo-Web-Project/sourcecred-instance; https://github.com/Geo-Web-Project/core-contracts; https://github.com/Geo-Web-Project/js-geo-web-coordinate; https://github.com/Geo-Web-Project/as-geo-web-coordinate; https://github.com/Geo-Web-Project/geo-web-subgraph; https://github.com/Geo-Web-Project/geojson-graph-demo; https://github.com/Geo-Web-Project/cadastre; https://github.com/Geo-Web-Project/governance; https://github.com/Geo-Web-Project/ceramic-nodes; https://github.com/Geo-Web-Project/peerlist; https://github.com/Geo-Web-Project/blogs; https://github.com/Geo-Web-Project/js-pinning-service-http-client; https://github.com/Geo-Web-Project/browser; https://github.com/Geo-Web-Project/docs; https://github.com/Geo-Web-Project/browser-ios; https://github.com/Geo-Web-Project/storage-workers; https://github.com/Geo-Web-Project/gft-creator; https://github.com/Geo-Web-Project/ethers-multiwallet; https://github.com/Geo-Web-Project/garden
331,87006.38,https://github.com/CirclesUBI,https://joincircles.net/,Infra Tech,https://gitcoin.co/grants/331/circles-ubi,2020/01/06 00:00:00,https://github.com/CirclesUBI/circles-sketch; https://github.com/CirclesUBI/domain-model; https://github.com/CirclesUBI/whitepaper; https://github.com/CirclesUBI/ubibot; https://github.com/CirclesUBI/cafe-grundeinkommen-website; https://github.com/CirclesUBI/circles-website-legacy; https://github.com/CirclesUBI/circles-mobile; https://github.com/CirclesUBI/infrastructure-provisioning; https://github.com/CirclesUBI/circles-api-legacy; https://github.com/CirclesUBI/circles-contracts; https://github.com/CirclesUBI/Casper; https://github.com/CirclesUBI/circles-org; https://github.com/CirclesUBI/metatx-client; https://github.com/CirclesUBI/circles-core; https://github.com/CirclesUBI/circles-myxogastria; https://github.com/CirclesUBI/safe-contracts; https://github.com/CirclesUBI/safe-relay-service; https://github.com/CirclesUBI/circles-api; https://github.com/CirclesUBI/circles-docker; https://github.com/CirclesUBI/circles-subgraph; https://github.com/CirclesUBI/circles-dashboard; https://github.com/CirclesUBI/circles-analysis; https://github.com/CirclesUBI/circles-website; https://github.com/CirclesUBI/circles-toolbelt; https://github.com/CirclesUBI/circles-transfer
468,84445.91,https://github.com/tog-ETH-er,https://www.ethplanet.org/,Community,https://gitcoin.co/grants/468/ethplanet-member-of-together,2020/06/16 00:00:00,https://github.com/tog-ETH-er/tog-eth-er.github.io; https://github.com/tog-ETH-er/DIPs
1809,83186.29,https://github.com/vfat-tools/vfat-tools,https://vfat.tools,dApp Tech,https://gitcoin.co/grants/1809/vfattools-yield-farming-calculators,2020/12/01 00:00:00,https://github.com/vfat-tools/vfat-tools
539,81774.3,https://github.com/commons-stack,https://commonsstack.org/,dGov,https://gitcoin.co/grants/539/the-commons-stack-iteration-0,2020/03/23 00:00:00,https://github.com/commons-stack/wiki; https://github.com/commons-stack/TBC; https://github.com/commons-stack/genesis-contracts; https://github.com/commons-stack/giveth-commons-abc-app; https://github.com/commons-stack/cstk-token; https://github.com/commons-stack/augmented-tbc-design; https://github.com/commons-stack/swissmem-dapp; https://github.com/commons-stack/CommonsStackBot; https://github.com/commons-stack/cadcad-commons; https://github.com/commons-stack/conviction; https://github.com/commons-stack/cadCAD; https://github.com/commons-stack/commons-simulator; https://github.com/commons-stack/docs; https://github.com/commons-stack/commons-stack-assets; https://github.com/commons-stack/awesome-bonding; https://github.com/commons-stack/moloch; https://github.com/commons-stack/governance; https://github.com/commons-stack/coodcad; https://github.com/commons-stack/iteration0; https://github.com/commons-stack/Sept-1-Snapshot; https://github.com/commons-stack/conviction-voting-pilot; https://github.com/commons-stack/c-sim-front-end
329,78334.82,https://github.com/ZeroKnowledgefm,https://www.zeroknowledge.fm,Community,https://gitcoin.co/grants/329/zero-knowledge-podcast,2019/02/01 00:00:00,https://github.com/ZeroKnowledgefm/ZeroKnowledgeBasics; https://github.com/ZeroKnowledgefm/zkSNARKs; https://github.com/ZeroKnowledgefm/STARKs
1415,77510.01,https://github.com/openethereum/openethereum,,Infra Tech,https://gitcoin.co/grants/1415/openethereum-ex-parity-client,2020/12/01 00:00:00,https://github.com/openethereum/openethereum
540,76333.21,https://github.com/ethersphere,,Infra Tech,https://gitcoin.co/grants/540/ethereum-swarm,2020/03/23 00:00:00,https://github.com/ethersphere/swarm; https://github.com/ethersphere/ethereum-environments; https://github.com/ethersphere/eth-net-intelligence-api; https://github.com/ethersphere/eth-netstats; https://github.com/ethersphere/eth-utils; https://github.com/ethersphere/swarm-docs; https://github.com/ethersphere/swarm-guide; https://github.com/ethersphere/swarm-cluster; https://github.com/ethersphere/swarm-home; https://github.com/ethersphere/simple-p2p-d3; https://github.com/ethersphere/swarm-orange-summit; https://github.com/ethersphere/swap-swear-and-swindle; https://github.com/ethersphere/sw3paper; https://github.com/ethersphere/swarm-dapps; https://github.com/ethersphere/swarm-summit-2018; https://github.com/ethersphere/web3.js; https://github.com/ethersphere/helm-charts; https://github.com/ethersphere/helm-charts-artifacts; https://github.com/ethersphere/swarm-kubernetes; https://github.com/ethersphere/grafana-dashboards; https://github.com/ethersphere/release-staging; https://github.com/ethersphere/kibana-exports; https://github.com/ethersphere/user-stories; https://github.com/ethersphere/node-implementer-spec; https://github.com/ethersphere/SWIPs; https://github.com/ethersphere/go-sw3; https://github.com/ethersphere/devconV; https://github.com/ethersphere/swarm-oracles; https://github.com/ethersphere/the-book-of-swarm; https://github.com/ethersphere/swap-deployment; https://github.com/ethersphere/bee; https://github.com/ethersphere/helm; https://github.com/ethersphere/bmt; https://github.com/ethersphere/eks-local-disk-provisioner; https://github.com/ethersphere/bee-staging; https://github.com/ethersphere/beekeeper; https://github.com/ethersphere/resolver; https://github.com/ethersphere/bee-local; https://github.com/ethersphere/bee-docs; https://github.com/ethersphere/manifest; https://github.com/ethersphere/sw3-bindings; https://github.com/ethersphere/bee-argo; https://github.com/ethersphere/langos; https://github.com/ethersphere/docker-setup-contracts; https://github.com/ethersphere/swent-docs; https://github.com/ethersphere/enterprise.github.io; https://github.com/ethersphere/docker-clef
4019,71747.35,https://github.com/RainbowDAO,https://www.rainbowdao.io,dGov,https://gitcoin.co/grants/4019/rainbowdao-protocol,2021/12/01 00:00:00,https://github.com/RainbowDAO/-RainbowDAO-Protocol-Ink-Test-Version-001; https://github.com/RainbowDAO/01-Hackathon-Dao-NFT-bank; https://github.com/RainbowDAO/01-Near-MetaBUILD-RainbowDAO-Factory; https://github.com/RainbowDAO/01-RainbowDAO-Factory; https://github.com/RainbowDAO/02-DAO-NFT-bank; https://github.com/RainbowDAO/02-Hackathon-DAO-Multi-signature-Committee; https://github.com/RainbowDAO/02-Near-MetaBUILD-DAO-NFT-bank; https://github.com/RainbowDAO/03-DAO-Multi-Signature-Committee; https://github.com/RainbowDAO/03-Hackathon-DAO-multi-signature-wallet; https://github.com/RainbowDAO/03-Near-MetaBUILD-DAO-Multi-Signature-Committee; https://github.com/RainbowDAO/04-DAO-Multi-Signature-Wallet; https://github.com/RainbowDAO/04-Hackathon-DAO-factory; https://github.com/RainbowDAO/04-Near-MetaBUILD-DAO-Multi-Signature-Wallet; https://github.com/RainbowDAO/05-DAO-Locked-Vault; https://github.com/RainbowDAO/05-Near-MetaBUILD-DAO-ERC20-Factory; https://github.com/RainbowDAO/06-DAO-Fixed-Exchange; https://github.com/RainbowDAO/06-Near-MetaBUILD-DAO-Locked-Vault; https://github.com/RainbowDAO/07-DAO-Airdrop; https://github.com/RainbowDAO/07-Near-MetaBUILD-DAO-Fixed-Exchange; https://github.com/RainbowDAO/08-DAO-ERC20-Factory; https://github.com/RainbowDAO/08-Near-MetaBUILD-DAO-Airdrop; https://github.com/RainbowDAO/09-DAO-Exchange-Pool; https://github.com/RainbowDAO/09-Near-MetaBUILD-DAO-Exchange-Pool; https://github.com/RainbowDAO/Acala-PolkaWorld-Dapp-Hackathon-2022; https://github.com/RainbowDAO/beta; https://github.com/RainbowDAO/Chainlink-spring-22-hackathon; https://github.com/RainbowDAO/compound-protocol; https://github.com/RainbowDAO/curve-contract; https://github.com/RainbowDAO/DAO-NFT-Bank-01; https://github.com/RainbowDAO/DAO-NFT-Bank-01-Front-end; https://github.com/RainbowDAO/dev; https://github.com/RainbowDAO/Gitcoin; https://github.com/RainbowDAO/ink; https://github.com/RainbowDAO/METATHON-RainbowDAO-Factory; https://github.com/RainbowDAO/multiply-proxy-actions; https://github.com/RainbowDAO/notional-solidity-sdk; https://github.com/RainbowDAO/oasis-borrow; https://github.com/RainbowDAO/pancake-swap-lib; https://github.com/RainbowDAO/pancake-swap-periphery; https://github.com/RainbowDAO/polkadot; https://github.com/RainbowDAO/python-ethtool; https://github.com/RainbowDAO/RainbowcityDAO; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Official-Version; https://github.com/RainbowDAO/RainbowDAO-Protocol-ink-Phase-1; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Test-Version-01; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Test-Version-02; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Test-Version-03; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Test-Version-04; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Test-Version-05; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Test-Version-06; https://github.com/RainbowDAO/RainbowDAO-Protocol-Ink-Test-Version-07; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Avalanche-Hackathon; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Official-Version; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Test-Version-01; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Test-Version-02; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Test-Version-03; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Test-Version-04; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Test-Version-05; https://github.com/RainbowDAO/RainbowDAO-Protocol-Solidity-Test-Version-06; https://github.com/RainbowDAO/solidity; https://github.com/RainbowDAO/solidity-examples; https://github.com/RainbowDAO/substrate; https://github.com/RainbowDAO/sushiswap; https://github.com/RainbowDAO/sushiswap-interface; https://github.com/RainbowDAO/venus-protocol
384,67615.56,https://github.com/diglos/ethereumonarm,https://ethereum-on-arm-documentation.readthedocs.io/en/latest/,Infra Tech,https://gitcoin.co/grants/384/ethereum-on-arm,2020/03/23 00:00:00,https://github.com/diglos/ethereumonarm
946,67269.33,https://github.com/ethereum/pm,,Infra Tech,https://gitcoin.co/grants/946/eip-1559-community-fund,2020/06/16 00:00:00,https://github.com/ethereum/pm
1561,66925.29,https://github.com/ethstaker-core,https://www.ethstaker.cc,Community,https://gitcoin.co/grants/1561/ethstaker,2020/12/01 00:00:00,https://github.com/ethstaker-core/Ethereum-2.0-Mainnet-Guides-Ubuntu; https://github.com/ethstaker-core/stakehouse
373,65758.6,https://github.com/nymtech/nym,https://nymtech.net,Infra Tech,https://gitcoin.co/grants/373/nym,2020/01/06 00:00:00,https://github.com/nymtech/nym
599,55431.29,https://github.com/Proof-Of-Humanity,https://proofofhumanity.id,Infra Tech,https://gitcoin.co/grants/599/proof-of-humanity,2020/01/06 00:00:00,https://github.com/Proof-Of-Humanity/Proof-Of-Humanity; https://github.com/Proof-Of-Humanity/Proof-Of-Humanity.github.io
972,54438.76,https://github.com/wighawag/hardhat-deploy,https://github.com/wighawag/hardhat-deploy,Infra Tech,https://gitcoin.co/grants/972/hardhat-deploy-and-jolly-roger,2020/06/16 00:00:00,https://github.com/wighawag/hardhat-deploy
3335,50805.02,https://github.com/Ruby-Protocol,https://ruby.io/,Infra Tech,https://gitcoin.co/grants/3335/ruby-cryptographic-infrastructure-for-data-moneti,2021/09/08 00:00:00,https://github.com/Ruby-Protocol/Open-Grants-Program; https://github.com/Ruby-Protocol/General-Grants-Program; https://github.com/Ruby-Protocol/Grant-Milestone-Delivery; https://github.com/Ruby-Protocol/Functional_encryption_rust; https://github.com/Ruby-Protocol/private_ml
3278,48420.66,https://github.com/MatrixETF,https://matrixetf.finance/,dApp Tech,https://gitcoin.co/grants/3278/matrixetf-the-next-generation-of-etf,2021/09/08 00:00:00,https://github.com/MatrixETF/App_Solana; https://github.com/MatrixETF/assets; https://github.com/MatrixETF/Audits; https://github.com/MatrixETF/decimal-wrapper; https://github.com/MatrixETF/Dfinity; https://github.com/MatrixETF/docs; https://github.com/MatrixETF/matrix-farm; https://github.com/MatrixETF/Matrix-Solidity-Controllers; https://github.com/MatrixETF/MatrixETF-Pool-V2; https://github.com/MatrixETF/mdf-backend; https://github.com/MatrixETF/MDF-ERC20; https://github.com/MatrixETF/set-protocol-v2; https://github.com/MatrixETF/SingleAsset; https://github.com/MatrixETF/snapshot-spaces; https://github.com/MatrixETF/solana-airdrop; https://github.com/MatrixETF/SolidityFaucet; https://github.com/MatrixETF/token-list; https://github.com/MatrixETF/uniswap-tokenlist; https://github.com/MatrixETF/uniswap-v2-oracle
3814,47713.56,https://github.com/rainbowwallpro,,Community,https://gitcoin.co/grants/3814/rainbowwall-protocol,2021/12/01 00:00:00,https://github.com/rainbowwallpro/rainbowwall-contract; https://github.com/rainbowwallpro/rainbowwall-front
1080,47336.32,https://github.com/treejer,https://treejer.com,dApp Tech,https://gitcoin.co/grants/1080/treejer-a-climate-action-protocol,2021/03/10 00:00:00,https://github.com/treejer/mobile; https://github.com/treejer/contract; https://github.com/treejer/web
3059,46388.3,https://github.com/ToucanProtocol,https://toucan.earth,dApp Tech,https://gitcoin.co/grants/3059/toucan-protocol-carbon-as-a-money-lego,2021/06/16 00:00:00,https://github.com/ToucanProtocol/CO2ken; https://github.com/ToucanProtocol/eth-co2; https://github.com/ToucanProtocol/demo-frontend; https://github.com/ToucanProtocol/BSIC; https://github.com/ToucanProtocol/open-climate-collabathon; https://github.com/ToucanProtocol/OxyCred; https://github.com/ToucanProtocol/contracts
1110,43952.58,https://github.com/lab10-coop,https://minerva.digital,Infra Tech,https://gitcoin.co/grants/1110/minerva-wallet-lab10-collective-panvala-league,2020/09/14 00:00:00,https://github.com/lab10-coop/Play4Privacy; https://github.com/lab10-coop/vallet-android; https://github.com/lab10-coop/streem-poc; https://github.com/lab10-coop/tau1; https://github.com/lab10-coop/erc20-faucet; https://github.com/lab10-coop/sigma1; https://github.com/lab10-coop/pwasm-erc777; https://github.com/lab10-coop/lab10-token; https://github.com/lab10-coop/blockscout; https://github.com/lab10-coop/artis-chain-spec; https://github.com/lab10-coop/artis-dapps-voting; https://github.com/lab10-coop/artis-network-consensus-contracts; https://github.com/lab10-coop/artis-bridge-oracle; https://github.com/lab10-coop/artis-bridge-ui; https://github.com/lab10-coop/kgkm-nfc; https://github.com/lab10-coop/streaming-token-contracts; https://github.com/lab10-coop/web3-minerva-card; https://github.com/lab10-coop/EduLottery; https://github.com/lab10-coop/posdao-test-setup; https://github.com/lab10-coop/gnosis-s2g-mvp; https://github.com/lab10-coop/EthToErc20Swap; https://github.com/lab10-coop/minerva-android; https://github.com/lab10-coop/haproxy-config; https://github.com/lab10-coop/safe-contracts; https://github.com/lab10-coop/openethereum-hbbft; https://github.com/lab10-coop/minerva-android-v2; https://github.com/lab10-coop/safe-scripts; https://github.com/lab10-coop/hbbft-posdao-contracts; https://github.com/lab10-coop/hbbft-posdao-test-setup; https://github.com/lab10-coop/honey-badger-testing; https://github.com/lab10-coop/ats-faucet; https://github.com/lab10-coop/tokenbridge; https://github.com/lab10-coop/zeroalpha-contracts; https://github.com/lab10-coop/minerva-tokenlists; https://github.com/lab10-coop/artis2-launch-contracts
3224,43511.97,https://github.com/wmitsuda/otterscan,https://otterscan.io,dApp Tech,https://gitcoin.co/grants/3224/otterscan,2021/09/08 00:00:00,https://github.com/wmitsuda/otterscan
184,43065.95,https://github.com/trueblocks/trueblocks-core,https://trueblocks.io,Infra Tech,https://gitcoin.co/grants/184/trueblocks,2020/01/06 00:00:00,https://github.com/trueblocks/trueblocks-core
294,42631.45,https://github.com/fifikobayashi,https://github.com/fifikobayashi,Community,https://gitcoin.co/grants/294/fiona-kobayashi-software-engineer,2020/03/23 00:00:00,https://github.com/fifikobayashi/Aggregated-Flashloan; https://github.com/fifikobayashi/bitbox-sdk; https://github.com/fifikobayashi/Bitcash; https://github.com/fifikobayashi/Braindump; https://github.com/fifikobayashi/cakechat; https://github.com/fifikobayashi/cashscript; https://github.com/fifikobayashi/CashScript-dev; https://github.com/fifikobayashi/Crowdfunding-contracts; https://github.com/fifikobayashi/crowdsale-processor; https://github.com/fifikobayashi/Debt-Covenant-Contract; https://github.com/fifikobayashi/DeFi-Stuff; https://github.com/fifikobayashi/EMN-Exploit-study; https://github.com/fifikobayashi/EmoPy; https://github.com/fifikobayashi/Emotion-detection; https://github.com/fifikobayashi/Emotion-recognition; https://github.com/fifikobayashi/eth-phishing-detect; https://github.com/fifikobayashi/etherwallet; https://github.com/fifikobayashi/Flash-Arb-Trader; https://github.com/fifikobayashi/Hack; https://github.com/fifikobayashi/liquidator; https://github.com/fifikobayashi/metamask-extension; https://github.com/fifikobayashi/Offline-BCH-Transaction; https://github.com/fifikobayashi/RandomX; https://github.com/fifikobayashi/ReplyScraper; https://github.com/fifikobayashi/safety-module; https://github.com/fifikobayashi/sdk-tutorials; https://github.com/fifikobayashi/Sentiona; https://github.com/fifikobayashi/SLP-dev; https://github.com/fifikobayashi/SLP-Dividend-Contract; https://github.com/fifikobayashi/theo; https://github.com/fifikobayashi/tutorials; https://github.com/fifikobayashi/twitter-interaction-circles; https://github.com/fifikobayashi/wifijammer; https://github.com/fifikobayashi/zslp
888,40337.96,https://github.com/eth-brownie/brownie,https://github.com/eth-brownie/brownie,Infra Tech,https://gitcoin.co/grants/888/brownie,2020/06/16 00:00:00,https://github.com/eth-brownie/brownie
37,40168.49,https://github.com/connext/vector,https://connext.network,Infra Tech,https://gitcoin.co/grants/37/connext-network,2019/02/01 00:00:00,https://github.com/connext/vector
2916,39464.91,https://github.com/BanklessDAO,,Community,https://gitcoin.co/grants/2916/banklessdao,2021/06/16 00:00:00,https://github.com/BanklessDAO/bankless-dao-website; https://github.com/BanklessDAO/merkle-distributor; https://github.com/BanklessDAO/bankless-contracts; https://github.com/BanklessDAO/BanklessDAO.github.io; https://github.com/BanklessDAO/analytics; https://github.com/BanklessDAO/nft-platform; https://github.com/BanklessDAO/bankless-loans; https://github.com/BanklessDAO/bounty-board; https://github.com/BanklessDAO/bankless-academy; https://github.com/BanklessDAO/bankless-dao-ghost-website; https://github.com/BanklessDAO/solidity-study-material; https://github.com/BanklessDAO/umami; https://github.com/BanklessDAO/season2.bankless.community; https://github.com/BanklessDAO/content-gateway; https://github.com/BanklessDAO/mobile-app; https://github.com/BanklessDAO/daopunks-website; https://github.com/BanklessDAO/TEMPLATE-REPO; https://github.com/BanklessDAO/shopify-plugin; https://github.com/BanklessDAO/bank-subgraph; https://github.com/BanklessDAO/test; https://github.com/BanklessDAO/bounty-board-bot; https://github.com/BanklessDAO/degen-template; https://github.com/BanklessDAO/mad-hatter; https://github.com/BanklessDAO/bountybot; https://github.com/BanklessDAO/first-quests; https://github.com/BanklessDAO/go-graph-demo; https://github.com/BanklessDAO/bountybot-
3386,39291.54,https://github.com/catalandao,https://catalandao.cat,dGov,https://gitcoin.co/grants/3386/the-catalandao-building-the-first-digital-nation-,2021/09/08 00:00:00,https://github.com/catalandao/catalandao-cat; https://github.com/catalandao/manifest
1669,38034.62,https://github.com/idena-network,https://idena.io,dApp Tech,https://gitcoin.co/grants/1669/idena-the-first-proof-of-person-blockchain,2020/12/01 00:00:00,https://github.com/idena-network/idena-test-go; https://github.com/idena-network/idena-go; https://github.com/idena-network/idena-desktop; https://github.com/idena-network/iavl; https://github.com/idena-network/idena-indexer; https://github.com/idena-network/idena-blockchain-explorer; https://github.com/idena-network/idena-rpc; https://github.com/idena-network/go-libp2p-pnet; https://github.com/idena-network/idena-auth; https://github.com/idena-network/idena-explorer; https://github.com/idena-network/idena-examples; https://github.com/idena-network/idena-translation; https://github.com/idena-network/vrf-js; https://github.com/idena-network/idena-web; https://github.com/idena-network/idena-robohash; https://github.com/idena-network/idena-node-proxy; https://github.com/idena-network/idena-bridge; https://github.com/idena-network/idena-bridge-ui; https://github.com/idena-network/IdenaETHBridge; https://github.com/idena-network/fs-repo-migrations; https://github.com/idena-network/idena-site; https://github.com/idena-network/idena-marketplace; https://github.com/idena-network/idena-docs; https://github.com/idena-network/idena-indexer-api
4165,37821.9,https://github.com/sismo-core,,Grants Round 12,https://gitcoin.co/grants/4165/sismo-aggregate-your-private-reputation-to-your-p,2021/12/01 00:00:00,https://github.com/sismo-core/ens-sdao; https://github.com/sismo-core/sismo-utils; https://github.com/sismo-core/hydra-s1-zkps; https://github.com/sismo-core/sismo-data-sources
224,37144.46,https://github.com/ledgerwatch/turbo-geth,,Infra Tech,https://gitcoin.co/grants/224/turbo-geth,2020/01/06 00:00:00,https://github.com/ledgerwatch/turbo-geth
1773,36506.59,https://github.com/Swivel-Finance,https://swivel.finance,dApp Tech,https://gitcoin.co/grants/1773/swivel-finance,2020/12/01 00:00:00,https://github.com/Swivel-Finance/swivel; https://github.com/Swivel-Finance/ubiquitous-language; https://github.com/Swivel-Finance/gost; https://github.com/Swivel-Finance/swivel-js; https://github.com/Swivel-Finance/swivel-v2
2281,35549.01,https://github.com/vasa-develop/cross-asset-swap,https://github.com/vasa-develop/cross-asset-swap,NFTs,https://gitcoin.co/grants/2281/cross-asset-swap,2021/03/10 00:00:00,https://github.com/vasa-develop/cross-asset-swap
795,34106.08,https://github.com/Giveth/,https://giveth.io,dApp Tech,https://gitcoin.co/grants/795/givethio-panvala-league,2020/06/16 00:00:00,
2112,33811.8,https://github.com/stake-house/wagyu,https://github.com/stake-house/wagyu,Infra Tech,https://gitcoin.co/grants/2112/stakehouse-wagyu-tooling-suite-easy-to-use-tools-,2021/03/10 00:00:00,https://github.com/stake-house/wagyu
1657,31838.26,https://github.com/paulrberg,https://github.com/paulrberg,dApp Tech,https://gitcoin.co/grants/1657/paulrberg-open-source-engineering,2020/12/01 00:00:00,https://github.com/paulrberg/abdk-gas-estimations; https://github.com/paulrberg/airdropx; https://github.com/paulrberg/awesome-ethereum-security; https://github.com/paulrberg/awesome-zkp-starter-pack; https://github.com/paulrberg/buidler-invalid-opcode; https://github.com/paulrberg/cao; https://github.com/paulrberg/cea-contracts; https://github.com/paulrberg/cea-template; https://github.com/paulrberg/chai-jwt; https://github.com/paulrberg/codebase-go; https://github.com/paulrberg/CoinMarketCap-Desktop; https://github.com/paulrberg/confidential-tokens; https://github.com/paulrberg/contractz; https://github.com/paulrberg/cpp; https://github.com/paulrberg/create-eth-app; https://github.com/paulrberg/crytic-compile-bug; https://github.com/paulrberg/defi-types; https://github.com/paulrberg/dyi-crypto-taxes; https://github.com/paulrberg/EIPs; https://github.com/paulrberg/erc2212; https://github.com/paulrberg/eslint-config; https://github.com/paulrberg/ethereum-signatures-progress; https://github.com/paulrberg/ethiasi; https://github.com/paulrberg/ethsum; https://github.com/paulrberg/evm-bn; https://github.com/paulrberg/flipper-ui; https://github.com/paulrberg/homebrew-multisol; https://github.com/paulrberg/javascript-template; https://github.com/paulrberg/learn-plasma-rss; https://github.com/paulrberg/modlizer; https://github.com/paulrberg/multi-semantic-release-proj; https://github.com/paulrberg/multisol; https://github.com/paulrberg/prb-contracts; https://github.com/paulrberg/prb-math; https://github.com/paulrberg/react-datepicker; https://github.com/paulrberg/react-hooks; https://github.com/paulrberg/rust-book-annotations; https://github.com/paulrberg/safe-react-components; https://github.com/paulrberg/sketchpad; https://github.com/paulrberg/sol-coverage-advance-block; https://github.com/paulrberg/solidity-template; https://github.com/paulrberg/synthetix-docs; https://github.com/paulrberg/tft; https://github.com/paulrberg/truffle-sol-v6-bug; https://github.com/paulrberg/truffle-zos-tutorial; https://github.com/paulrberg/typescript-monorepo-template; https://github.com/paulrberg/typescript-template; https://github.com/paulrberg/web3-react-blobs
3012,29331.49,https://github.com/shreyaspapi,https://monkeydagger.tech,dApp Tech,https://gitcoin.co/grants/3012/monkey-dagger,2021/06/16 00:00:00,https://github.com/shreyaspapi/ava-explorer-ios; https://github.com/shreyaspapi/backend; https://github.com/shreyaspapi/bu-bot; https://github.com/shreyaspapi/cautious-palm-tree; https://github.com/shreyaspapi/cocoapod-badges; https://github.com/shreyaspapi/Codebreak-pune-hack; https://github.com/shreyaspapi/colourco.de; https://github.com/shreyaspapi/critterworld; https://github.com/shreyaspapi/Crypto-Icons-API; https://github.com/shreyaspapi/daily-coding-problem; https://github.com/shreyaspapi/example-mobile-backend; https://github.com/shreyaspapi/Expenso-iOS; https://github.com/shreyaspapi/FIL-paid-revenue; https://github.com/shreyaspapi/iOS-readme-template; https://github.com/shreyaspapi/licence-plate-recognition-python-opencv; https://github.com/shreyaspapi/nft-marketplace; https://github.com/shreyaspapi/ocean-subgraph; https://github.com/shreyaspapi/personal-site; https://github.com/shreyaspapi/ResumeTEX; https://github.com/shreyaspapi/rex-bank-frontend; https://github.com/shreyaspapi/ricochet; https://github.com/shreyaspapi/ricochet-keeper; https://github.com/shreyaspapi/ricochet-referral; https://github.com/shreyaspapi/scaffold-eth; https://github.com/shreyaspapi/shreyaspapi; https://github.com/shreyaspapi/subgraph; https://github.com/shreyaspapi/swift-badge; https://github.com/shreyaspapi/teamsAutoJoiner; https://github.com/shreyaspapi/the-fucking-corona; https://github.com/shreyaspapi/TheCodeMonksOrg; https://github.com/shreyaspapi/torus-direct-swift-sdk; https://github.com/shreyaspapi/web3index-org; https://github.com/shreyaspapi/web3swift; https://github.com/shreyaspapi/webref-backend; https://github.com/shreyaspapi/Wiggles-iOS; https://github.com/shreyaspapi/WWDC-Notes; https://github.com/shreyaspapi/xceptional
2575,28704.04,https://github.com/DefiLab-xyz/uniswap-v3-backtest,http://defi-lab.xyz,dApp Tech,https://gitcoin.co/grants/2575/defilab_xyz,2021/06/16 00:00:00,https://github.com/DefiLab-xyz/uniswap-v3-backtest
139,27852.54,https://github.com/defiprime/defiprime,https://defiprime.com,Community,https://gitcoin.co/grants/139/defiprimecom,2019/09/15 00:00:00,https://github.com/defiprime/defiprime
