pk,month_index,intervention,time_after_intervention,num_commit,num_issue,num_star,num_comment,earning_after_adoption,count_grant,num_repo
2323,-6,0,0,10,0,22,1,337821.69,4,7
2323,-5,0,0,18,1,52,4,337821.69,4,7
2323,-4,0,0,0,0,13,0,337821.69,4,7
2323,-3,0,0,26,0,4,2,337821.69,4,7
2323,-2,0,0,126,1,72,86,337821.69,4,7
2323,-1,0,0,19,0,7,1,337821.69,4,7
2323,0,0,0,0,0,13,0,337821.69,4,7
2323,1,1,1,0,0,5,0,337821.69,4,7
2323,2,1,2,50,0,10,21,337821.69,4,7
2323,3,1,3,82,3,41,95,337821.69,4,7
2323,4,1,4,72,4,36,138,337821.69,4,7
2323,5,1,5,62,3,40,46,337821.69,4,7
2323,6,1,6,11,0,25,40,337821.69,4,7
149,-6,0,0,62,1,7,34,323383.15,9,1
149,-5,0,0,158,1,19,90,323383.15,9,1
149,-4,0,0,107,1,16,48,323383.15,9,1
149,-3,0,0,100,0,2,44,323383.15,9,1
149,-2,0,0,130,1,2,17,323383.15,9,1
149,-1,0,0,98,1,3,52,323383.15,9,1
149,0,0,0,106,1,20,130,323383.15,9,1
149,1,1,1,247,3,16,143,323383.15,9,1
149,2,1,2,228,4,10,129,323383.15,9,1
149,3,1,3,169,6,39,158,323383.15,9,1
149,4,1,4,192,2,21,234,323383.15,9,1
149,5,1,5,163,3,17,128,323383.15,9,1
149,6,1,6,118,4,9,115,323383.15,9,1
490,-6,0,0,0,0,0,0,303809.72,8,3
490,-5,0,0,0,0,0,0,303809.72,8,3
490,-4,0,0,0,0,0,0,303809.72,8,3
490,-3,0,0,0,0,0,0,303809.72,8,3
490,-2,0,0,0,0,0,0,303809.72,8,3
490,-1,0,0,0,0,0,0,303809.72,8,3
490,0,0,0,12,0,0,1,303809.72,8,3
490,1,1,1,126,3,0,81,303809.72,8,3
490,2,1,2,11,0,0,0,303809.72,8,3
490,3,1,3,66,0,0,1,303809.72,8,3
490,4,1,4,222,0,0,9,303809.72,8,3
490,5,1,5,9,0,0,0,303809.72,8,3
490,6,1,6,4,0,0,0,303809.72,8,3
1592,-6,0,0,113,9,15,170,273472.88,5,1
1592,-5,0,0,65,11,18,138,273472.88,5,1
1592,-4,0,0,201,3,8,96,273472.88,5,1
1592,-3,0,0,329,8,36,282,273472.88,5,1
1592,-2,0,0,578,6,41,446,273472.88,5,1
1592,-1,0,0,463,12,62,305,273472.88,5,1
1592,0,0,0,213,19,46,155,273472.88,5,1
1592,1,1,1,111,12,57,180,273472.88,5,1
1592,2,1,2,108,14,73,184,273472.88,5,1
1592,3,1,3,117,10,73,166,273472.88,5,1
1592,4,1,4,239,9,106,169,273472.88,5,1
1592,5,1,5,94,10,125,133,273472.88,5,1
1592,6,1,6,168,24,165,371,273472.88,5,1
4352,-6,0,0,0,0,0,0,241184.2,1,13
4352,-5,0,0,0,0,0,0,241184.2,1,13
4352,-4,0,0,0,0,0,0,241184.2,1,13
4352,-3,0,0,0,0,0,0,241184.2,1,13
4352,-2,0,0,16,0,0,0,241184.2,1,13
4352,-1,0,0,233,0,0,0,241184.2,1,13
4352,0,0,0,195,0,55,68,241184.2,1,13
4352,1,1,1,125,3,29,31,241184.2,1,13
4352,2,1,2,507,2,34,149,241184.2,1,13
4352,3,1,3,654,2,15,135,241184.2,1,13
4352,4,1,4,553,1,26,132,241184.2,1,13
4352,5,1,5,292,0,22,193,241184.2,1,13
4352,6,1,6,557,17,104,275,241184.2,1,13
24,-6,0,0,80,1,63,285,227561.42,12,1
24,-5,0,0,50,0,60,287,227561.42,12,1
24,-4,0,0,75,0,70,364,227561.42,12,1
24,-3,0,0,40,0,60,255,227561.42,12,1
24,-2,0,0,76,0,40,524,227561.42,12,1
24,-1,0,0,80,0,60,373,227561.42,12,1
24,0,0,0,134,0,29,435,227561.42,12,1
24,1,1,1,150,0,33,625,227561.42,12,1
24,2,1,2,129,0,41,419,227561.42,12,1
24,3,1,3,162,0,46,608,227561.42,12,1
24,4,1,4,48,0,23,391,227561.42,12,1
24,5,1,5,16,1,24,316,227561.42,12,1
24,6,1,6,105,0,24,442,227561.42,12,1
86,-6,0,0,71,120,82,448,194468.26,7,55
86,-5,0,0,66,38,81,249,194468.26,7,55
86,-4,0,0,44,33,77,240,194468.26,7,55
86,-3,0,0,24,15,45,108,194468.26,7,55
86,-2,0,0,27,14,80,227,194468.26,7,55
86,-1,0,0,21,17,78,266,194468.26,7,55
86,0,0,0,3,27,60,333,194468.26,7,55
86,1,1,1,4,34,53,229,194468.26,7,55
86,2,1,2,3,9,45,180,194468.26,7,55
86,3,1,3,13,31,49,239,194468.26,7,55
86,4,1,4,0,6,39,106,194468.26,7,55
86,5,1,5,4,4,18,212,194468.26,7,55
86,6,1,6,2,13,33,194,194468.26,7,55
25,-6,0,0,56,0,8,1,186691.3,12,1
25,-5,0,0,47,0,20,5,186691.3,12,1
25,-4,0,0,244,0,94,159,186691.3,12,1
25,-3,0,0,92,0,20,112,186691.3,12,1
25,-2,0,0,115,0,7,102,186691.3,12,1
25,-1,0,0,142,0,22,174,186691.3,12,1
25,0,0,0,298,0,22,172,186691.3,12,1
25,1,1,1,377,0,10,127,186691.3,12,1
25,2,1,2,471,0,12,116,186691.3,12,1
25,3,1,3,258,0,18,54,186691.3,12,1
25,4,1,4,255,0,17,37,186691.3,12,1
25,5,1,5,136,0,24,77,186691.3,12,1
25,6,1,6,145,1,16,114,186691.3,12,1
13,-6,0,0,82,0,56,217,175487.78,12,1
13,-5,0,0,24,0,44,135,175487.78,12,1
13,-4,0,0,60,2,61,180,175487.78,12,1
13,-3,0,0,13,0,72,211,175487.78,12,1
13,-2,0,0,27,0,43,217,175487.78,12,1
13,-1,0,0,4,2,37,74,175487.78,12,1
13,0,0,0,31,1,48,215,175487.78,12,1
13,1,1,1,2,1,46,225,175487.78,12,1
13,2,1,2,0,2,35,147,175487.78,12,1
13,3,1,3,14,0,32,178,175487.78,12,1
13,4,1,4,42,0,43,175,175487.78,12,1
13,5,1,5,22,0,29,131,175487.78,12,1
13,6,1,6,44,2,31,102,175487.78,12,1
821,-6,0,0,0,0,0,0,170182.45,7,1
821,-5,0,0,0,0,0,0,170182.45,7,1
821,-4,0,0,0,0,0,0,170182.45,7,1
821,-3,0,0,0,0,0,0,170182.45,7,1
821,-2,0,0,0,0,0,0,170182.45,7,1
821,-1,0,0,119,0,5,103,170182.45,7,1
821,0,0,0,0,1,18,9,170182.45,7,1
821,1,1,1,6,0,10,17,170182.45,7,1
821,2,1,2,5,0,3,7,170182.45,7,1
821,3,1,3,8,0,2,10,170182.45,7,1
821,4,1,4,11,0,0,16,170182.45,7,1
821,5,1,5,10,0,4,0,170182.45,7,1
821,6,1,6,16,0,2,24,170182.45,7,1
191,-6,0,0,25,0,3,9,164383.45,9,22
191,-5,0,0,18,0,3,3,164383.45,9,22
191,-4,0,0,30,0,7,6,164383.45,9,22
191,-3,0,0,109,0,1,2,164383.45,9,22
191,-2,0,0,139,1,5,5,164383.45,9,22
191,-1,0,0,165,6,5,32,164383.45,9,22
191,0,0,0,63,1,1,12,164383.45,9,22
191,1,1,1,157,0,4,26,164383.45,9,22
191,2,1,2,160,8,6,79,164383.45,9,22
191,3,1,3,238,9,5,69,164383.45,9,22
191,4,1,4,262,6,3,70,164383.45,9,22
191,5,1,5,155,6,6,34,164383.45,9,22
191,6,1,6,154,7,3,103,164383.45,9,22
143,-6,0,0,69,0,4,24,164031.52,10,59
143,-5,0,0,170,0,5,20,164031.52,10,59
143,-4,0,0,226,1,7,101,164031.52,10,59
143,-3,0,0,225,2,14,90,164031.52,10,59
143,-2,0,0,210,3,7,78,164031.52,10,59
143,-1,0,0,99,0,3,14,164031.52,10,59
143,0,0,0,192,3,6,16,164031.52,10,59
143,1,1,1,156,4,11,17,164031.52,10,59
143,2,1,2,309,3,6,30,164031.52,10,59
143,3,1,3,206,6,10,9,164031.52,10,59
143,4,1,4,110,1,13,16,164031.52,10,59
143,5,1,5,108,3,7,64,164031.52,10,59
143,6,1,6,115,5,7,11,164031.52,10,59
172,-6,0,0,104,1,4,0,162448.84,8,25
172,-5,0,0,170,0,0,0,162448.84,8,25
172,-4,0,0,111,0,3,0,162448.84,8,25
172,-3,0,0,55,0,1,0,162448.84,8,25
172,-2,0,0,136,1,3,1,162448.84,8,25
172,-1,0,0,309,0,2,0,162448.84,8,25
172,0,0,0,295,12,7,0,162448.84,8,25
172,1,1,1,173,2,0,0,162448.84,8,25
172,2,1,2,93,3,1,0,162448.84,8,25
172,3,1,3,53,2,0,0,162448.84,8,25
172,4,1,4,41,2,2,0,162448.84,8,25
172,5,1,5,21,10,0,2,162448.84,8,25
172,6,1,6,47,4,5,2,162448.84,8,25
3133,-6,0,0,0,0,0,0,152102.95,3,9
3133,-5,0,0,0,0,0,0,152102.95,3,9
3133,-4,0,0,0,0,0,0,152102.95,3,9
3133,-3,0,0,0,0,0,0,152102.95,3,9
3133,-2,0,0,0,0,0,0,152102.95,3,9
3133,-1,0,0,53,0,0,0,152102.95,3,9
3133,0,0,0,534,0,1,2,152102.95,3,9
3133,1,1,1,1048,0,4,2,152102.95,3,9
3133,2,1,2,873,0,14,0,152102.95,3,9
3133,3,1,3,693,0,5,14,152102.95,3,9
3133,4,1,4,430,0,13,21,152102.95,3,9
3133,5,1,5,268,1,10,35,152102.95,3,9
3133,6,1,6,115,0,17,37,152102.95,3,9
1143,-6,0,0,0,2,2,0,138751.38,6,1
1143,-5,0,0,0,0,0,4,138751.38,6,1
1143,-4,0,0,0,0,3,4,138751.38,6,1
1143,-3,0,0,1,0,2,2,138751.38,6,1
1143,-2,0,0,0,1,2,1,138751.38,6,1
1143,-1,0,0,6,1,3,5,138751.38,6,1
1143,0,0,0,3,1,5,38,138751.38,6,1
1143,1,1,1,44,0,5,18,138751.38,6,1
1143,2,1,2,13,0,9,2,138751.38,6,1
1143,3,1,3,7,0,2,8,138751.38,6,1
1143,4,1,4,26,0,5,6,138751.38,6,1
1143,5,1,5,7,0,6,5,138751.38,6,1
1143,6,1,6,10,0,4,7,138751.38,6,1
137,-6,0,0,2054,48,135,1146,130083.6,10,367
137,-5,0,0,2371,29,194,1115,130083.6,10,367
137,-4,0,0,1517,34,189,786,130083.6,10,367
137,-3,0,0,1393,39,163,668,130083.6,10,367
137,-2,0,0,1192,36,140,897,130083.6,10,367
137,-1,0,0,1325,39,144,664,130083.6,10,367
137,0,0,0,1288,19,119,703,130083.6,10,367
137,1,1,1,826,64,122,598,130083.6,10,367
137,2,1,2,1369,35,103,844,130083.6,10,367
137,3,1,3,945,27,98,654,130083.6,10,367
137,4,1,4,938,31,83,501,130083.6,10,367
137,5,1,5,1139,56,180,857,130083.6,10,367
137,6,1,6,871,46,121,813,130083.6,10,367
1093,-6,0,0,0,0,0,0,120032.73,4,7
1093,-5,0,0,0,0,0,0,120032.73,4,7
1093,-4,0,0,0,0,0,0,120032.73,4,7
1093,-3,0,0,0,0,0,0,120032.73,4,7
1093,-2,0,0,90,0,1,0,120032.73,4,7
1093,-1,0,0,59,0,14,48,120032.73,4,7
1093,0,0,0,254,1,73,409,120032.73,4,7
1093,1,1,1,324,0,41,331,120032.73,4,7
1093,2,1,2,279,0,31,205,120032.73,4,7
1093,3,1,3,184,0,16,175,120032.73,4,7
1093,4,1,4,198,0,21,191,120032.73,4,7
1093,5,1,5,198,0,26,116,120032.73,4,7
1093,6,1,6,214,0,42,165,120032.73,4,7
3857,-6,0,0,26,0,7,54,112437.23,1,1
3857,-5,0,0,33,1,6,31,112437.23,1,1
3857,-4,0,0,43,2,4,44,112437.23,1,1
3857,-3,0,0,58,12,38,40,112437.23,1,1
3857,-2,0,0,39,1,12,46,112437.23,1,1
3857,-1,0,0,9,0,15,0,112437.23,1,1
3857,0,0,0,34,0,31,18,112437.23,1,1
3857,1,1,1,11,1,27,12,112437.23,1,1
3857,2,1,2,23,1,14,36,112437.23,1,1
3857,3,1,3,28,0,12,14,112437.23,1,1
3857,4,1,4,16,0,9,3,112437.23,1,1
3857,5,1,5,4,0,10,4,112437.23,1,1
3857,6,1,6,34,4,8,27,112437.23,1,1
142,-6,0,0,124,1,7,42,98873.95,9,1
142,-5,0,0,277,0,3,6,98873.95,9,1
142,-4,0,0,305,2,15,52,98873.95,9,1
142,-3,0,0,315,0,7,17,98873.95,9,1
142,-2,0,0,243,2,8,93,98873.95,9,1
142,-1,0,0,397,1,5,116,98873.95,9,1
142,0,0,0,58,1,6,146,98873.95,9,1
142,1,1,1,45,0,13,61,98873.95,9,1
142,2,1,2,79,2,5,72,98873.95,9,1
142,3,1,3,250,4,3,169,98873.95,9,1
142,4,1,4,136,2,6,164,98873.95,9,1
142,5,1,5,252,6,20,184,98873.95,9,1
142,6,1,6,105,4,4,114,98873.95,9,1
258,-6,0,0,0,0,0,0,95199.84,9,1
258,-5,0,0,0,0,0,0,95199.84,9,1
258,-4,0,0,0,0,0,0,95199.84,9,1
258,-3,0,0,0,0,0,0,95199.84,9,1
258,-2,0,0,0,0,0,0,95199.84,9,1
258,-1,0,0,0,0,0,0,95199.84,9,1
258,0,0,0,0,0,0,0,95199.84,9,1
258,1,1,1,0,0,0,0,95199.84,9,1
258,2,1,2,0,0,0,0,95199.84,9,1
258,3,1,3,0,0,0,0,95199.84,9,1
258,4,1,4,0,0,0,0,95199.84,9,1
258,5,1,5,0,0,0,0,95199.84,9,1
258,6,1,6,0,0,0,0,95199.84,9,1
337,-6,0,0,0,0,0,0,92707.08,7,2
337,-5,0,0,0,0,0,0,92707.08,7,2
337,-4,0,0,0,0,0,0,92707.08,7,2
337,-3,0,0,0,0,0,0,92707.08,7,2
337,-2,0,0,0,0,0,0,92707.08,7,2
337,-1,0,0,0,0,0,0,92707.08,7,2
337,0,0,0,0,0,0,0,92707.08,7,2
337,1,1,1,0,0,0,0,92707.08,7,2
337,2,1,2,0,0,0,0,92707.08,7,2
337,3,1,3,0,0,0,0,92707.08,7,2
337,4,1,4,1,0,0,0,92707.08,7,2
337,5,1,5,16,0,0,0,92707.08,7,2
337,6,1,6,5,0,0,0,92707.08,7,2
275,-6,0,0,114,9,24,87,91331.43,6,20
275,-5,0,0,102,0,10,31,91331.43,6,20
275,-4,0,0,80,15,23,35,91331.43,6,20
275,-3,0,0,19,0,12,9,91331.43,6,20
275,-2,0,0,56,0,11,33,91331.43,6,20
275,-1,0,0,87,4,12,28,91331.43,6,20
275,0,0,0,68,2,16,14,91331.43,6,20
275,1,1,1,186,0,5,21,91331.43,6,20
275,2,1,2,71,2,7,17,91331.43,6,20
275,3,1,3,70,1,19,19,91331.43,6,20
275,4,1,4,148,6,12,54,91331.43,6,20
275,5,1,5,130,3,14,61,91331.43,6,20
275,6,1,6,119,8,24,94,91331.43,6,20
1403,-6,0,0,1,7,0,32,89715.29,4,20
1403,-5,0,0,25,1,0,23,89715.29,4,20
1403,-4,0,0,123,0,0,6,89715.29,4,20
1403,-3,0,0,89,0,0,1,89715.29,4,20
1403,-2,0,0,47,1,2,10,89715.29,4,20
1403,-1,0,0,66,1,0,6,89715.29,4,20
1403,0,0,0,74,0,2,9,89715.29,4,20
1403,1,1,1,80,1,1,13,89715.29,4,20
1403,2,1,2,99,0,0,19,89715.29,4,20
1403,3,1,3,124,0,1,14,89715.29,4,20
1403,4,1,4,76,0,1,14,89715.29,4,20
1403,5,1,5,71,0,0,17,89715.29,4,20
1403,6,1,6,111,0,0,19,89715.29,4,20
331,-6,0,0,88,5,8,21,87006.38,7,25
331,-5,0,0,51,0,6,8,87006.38,7,25
331,-4,0,0,191,1,6,28,87006.38,7,25
331,-3,0,0,85,0,3,17,87006.38,7,25
331,-2,0,0,268,2,3,4,87006.38,7,25
331,-1,0,0,96,0,1,3,87006.38,7,25
331,0,0,0,44,0,0,1,87006.38,7,25
331,1,1,1,157,1,6,7,87006.38,7,25
331,2,1,2,17,0,1,0,87006.38,7,25
331,3,1,3,54,0,5,0,87006.38,7,25
331,4,1,4,26,3,5,6,87006.38,7,25
331,5,1,5,38,0,2,22,87006.38,7,25
331,6,1,6,259,2,4,31,87006.38,7,25
468,-6,0,0,0,0,0,0,84445.91,6,2
468,-5,0,0,0,0,0,0,84445.91,6,2
468,-4,0,0,0,0,0,0,84445.91,6,2
468,-3,0,0,0,0,0,0,84445.91,6,2
468,-2,0,0,0,0,0,0,84445.91,6,2
468,-1,0,0,0,0,0,0,84445.91,6,2
468,0,0,0,0,0,0,0,84445.91,6,2
468,1,1,1,20,0,0,0,84445.91,6,2
468,2,1,2,66,0,0,0,84445.91,6,2
468,3,1,3,32,0,0,0,84445.91,6,2
468,4,1,4,6,0,0,0,84445.91,6,2
468,5,1,5,9,0,0,0,84445.91,6,2
468,6,1,6,35,0,1,0,84445.91,6,2
1809,-6,0,0,0,0,0,0,83186.29,5,1
1809,-5,0,0,0,0,0,0,83186.29,5,1
1809,-4,0,0,0,0,0,0,83186.29,5,1
1809,-3,0,0,0,0,0,0,83186.29,5,1
1809,-2,0,0,0,0,0,0,83186.29,5,1
1809,-1,0,0,1,0,0,0,83186.29,5,1
1809,0,0,0,17,0,2,0,83186.29,5,1
1809,1,1,1,123,0,50,11,83186.29,5,1
1809,2,1,2,72,0,18,14,83186.29,5,1
1809,3,1,3,330,0,68,34,83186.29,5,1
1809,4,1,4,444,0,103,20,83186.29,5,1
1809,5,1,5,621,0,155,48,83186.29,5,1
1809,6,1,6,608,3,73,53,83186.29,5,1
539,-6,0,0,0,0,1,2,81774.3,8,22
539,-5,0,0,0,2,4,6,81774.3,8,22
539,-4,0,0,0,7,7,7,81774.3,8,22
539,-3,0,0,0,3,7,2,81774.3,8,22
539,-2,0,0,0,1,3,14,81774.3,8,22
539,-1,0,0,0,1,0,1,81774.3,8,22
539,0,0,0,0,2,6,40,81774.3,8,22
539,1,1,1,0,6,6,14,81774.3,8,22
539,2,1,2,0,2,2,7,81774.3,8,22
539,3,1,3,0,1,1,3,81774.3,8,22
539,4,1,4,9,12,1,16,81774.3,8,22
539,5,1,5,38,11,1,71,81774.3,8,22
539,6,1,6,20,13,6,109,81774.3,8,22
329,-6,0,0,0,0,0,0,78334.82,12,3
329,-5,0,0,0,0,0,0,78334.82,12,3
329,-4,0,0,0,0,0,0,78334.82,12,3
329,-3,0,0,18,0,1,0,78334.82,12,3
329,-2,0,0,0,0,1,0,78334.82,12,3
329,-1,0,0,1,0,2,0,78334.82,12,3
329,0,0,0,0,0,0,0,78334.82,12,3
329,1,1,1,0,0,0,0,78334.82,12,3
329,2,1,2,0,0,0,0,78334.82,12,3
329,3,1,3,0,0,0,0,78334.82,12,3
329,4,1,4,0,0,0,0,78334.82,12,3
329,5,1,5,0,0,0,0,78334.82,12,3
329,6,1,6,0,0,0,0,78334.82,12,3
1415,-6,0,0,0,0,0,0,77510.01,3,1
1415,-5,0,0,0,0,0,0,77510.01,3,1
1415,-4,0,0,26,0,0,26,77510.01,3,1
1415,-3,0,0,11,0,0,82,77510.01,3,1
1415,-2,0,0,16,0,2,29,77510.01,3,1
1415,-1,0,0,7,1,41,42,77510.01,3,1
1415,0,0,0,15,6,62,184,77510.01,3,1
1415,1,1,1,16,5,51,84,77510.01,3,1
1415,2,1,2,13,7,66,79,77510.01,3,1
1415,3,1,3,36,4,58,118,77510.01,3,1
1415,4,1,4,17,17,228,267,77510.01,3,1
1415,5,1,5,13,11,294,73,77510.01,3,1
1415,6,1,6,8,13,49,79,77510.01,3,1
540,-6,0,0,172,30,13,644,76333.21,5,47
540,-5,0,0,80,17,13,195,76333.21,5,47
540,-4,0,0,85,29,15,118,76333.21,5,47
540,-3,0,0,34,33,11,55,76333.21,5,47
540,-2,0,0,277,7,21,241,76333.21,5,47
540,-1,0,0,53,25,9,58,76333.21,5,47
540,0,0,0,39,6,9,99,76333.21,5,47
540,1,1,1,93,11,24,178,76333.21,5,47
540,2,1,2,71,5,23,153,76333.21,5,47
540,3,1,3,270,3,24,258,76333.21,5,47
540,4,1,4,69,4,12,201,76333.21,5,47
540,5,1,5,171,8,14,278,76333.21,5,47
540,6,1,6,302,2,18,221,76333.21,5,47
4019,-6,0,0,1100,0,0,0,71747.35,1,65
4019,-5,0,0,1014,0,0,0,71747.35,1,65
4019,-4,0,0,661,0,0,0,71747.35,1,65
4019,-3,0,0,785,0,0,0,71747.35,1,65
4019,-2,0,0,603,0,0,0,71747.35,1,65
4019,-1,0,0,418,0,0,0,71747.35,1,65
4019,0,0,0,252,0,0,1,71747.35,1,65
4019,1,1,1,154,0,1,0,71747.35,1,65
4019,2,1,2,165,0,1,0,71747.35,1,65
4019,3,1,3,351,0,1,0,71747.35,1,65
4019,4,1,4,129,0,1,0,71747.35,1,65
4019,5,1,5,60,0,3,0,71747.35,1,65
4019,6,1,6,27,0,1,0,71747.35,1,65
384,-6,0,0,0,0,0,0,67615.56,8,1
384,-5,0,0,0,0,0,0,67615.56,8,1
384,-4,0,0,0,0,0,0,67615.56,8,1
384,-3,0,0,0,0,0,0,67615.56,8,1
384,-2,0,0,0,0,0,0,67615.56,8,1
384,-1,0,0,0,0,0,0,67615.56,8,1
384,0,0,0,0,0,0,0,67615.56,8,1
384,1,1,1,0,0,0,0,67615.56,8,1
384,2,1,2,0,0,0,0,67615.56,8,1
384,3,1,3,0,0,0,0,67615.56,8,1
384,4,1,4,0,0,0,0,67615.56,8,1
384,5,1,5,0,0,0,0,67615.56,8,1
384,6,1,6,0,0,0,0,67615.56,8,1
946,-6,0,0,18,0,1,12,67269.33,1,1
946,-5,0,0,6,0,5,23,67269.33,1,1
946,-4,0,0,8,0,7,34,67269.33,1,1
946,-3,0,0,4,0,4,52,67269.33,1,1
946,-2,0,0,9,0,8,59,67269.33,1,1
946,-1,0,0,7,0,5,35,67269.33,1,1
946,0,0,0,14,0,5,19,67269.33,1,1
946,1,1,1,6,0,3,18,67269.33,1,1
946,2,1,2,13,0,3,37,67269.33,1,1
946,3,1,3,7,0,7,66,67269.33,1,1
946,4,1,4,12,0,7,31,67269.33,1,1
946,5,1,5,16,0,3,19,67269.33,1,1
946,6,1,6,17,0,4,35,67269.33,1,1
1561,-6,0,0,0,0,0,0,66925.29,5,2
1561,-5,0,0,0,0,0,0,66925.29,5,2
1561,-4,0,0,0,0,0,0,66925.29,5,2
1561,-3,0,0,0,0,0,0,66925.29,5,2
1561,-2,0,0,0,0,0,0,66925.29,5,2
1561,-1,0,0,0,0,0,0,66925.29,5,2
1561,0,0,0,0,0,0,0,66925.29,5,2
1561,1,1,1,0,0,0,0,66925.29,5,2
1561,2,1,2,1,0,0,0,66925.29,5,2
1561,3,1,3,0,0,0,0,66925.29,5,2
1561,4,1,4,3,0,0,0,66925.29,5,2
1561,5,1,5,4,0,1,0,66925.29,5,2
1561,6,1,6,0,0,0,0,66925.29,5,2
373,-6,0,0,0,0,0,0,65758.6,9,1
373,-5,0,0,0,0,0,0,65758.6,9,1
373,-4,0,0,0,0,0,0,65758.6,9,1
373,-3,0,0,0,0,0,0,65758.6,9,1
373,-2,0,0,0,0,0,0,65758.6,9,1
373,-1,0,0,360,0,0,2,65758.6,9,1
373,0,0,0,309,0,16,19,65758.6,9,1
373,1,1,1,353,2,17,18,65758.6,9,1
373,2,1,2,168,4,8,8,65758.6,9,1
373,3,1,3,95,1,6,62,65758.6,9,1
373,4,1,4,34,2,11,19,65758.6,9,1
373,5,1,5,29,5,4,11,65758.6,9,1
373,6,1,6,6,5,12,5,65758.6,9,1
599,-6,0,0,0,0,0,0,55431.29,9,2
599,-5,0,0,0,0,0,0,55431.29,9,2
599,-4,0,0,0,0,0,0,55431.29,9,2
599,-3,0,0,0,0,0,0,55431.29,9,2
599,-2,0,0,0,0,0,0,55431.29,9,2
599,-1,0,0,0,0,0,0,55431.29,9,2
599,0,0,0,0,0,14,1,55431.29,9,2
599,1,1,1,0,0,2,1,55431.29,9,2
599,2,1,2,0,0,2,0,55431.29,9,2
599,3,1,3,0,0,1,0,55431.29,9,2
599,4,1,4,0,0,0,0,55431.29,9,2
599,5,1,5,0,0,1,0,55431.29,9,2
599,6,1,6,0,0,0,0,55431.29,9,2
972,-6,0,0,0,0,0,0,54438.76,7,1
972,-5,0,0,0,0,0,0,54438.76,7,1
972,-4,0,0,0,0,0,0,54438.76,7,1
972,-3,0,0,8,0,0,0,54438.76,7,1
972,-2,0,0,33,0,1,12,54438.76,7,1
972,-1,0,0,14,0,8,15,54438.76,7,1
972,0,0,0,27,0,3,10,54438.76,7,1
972,1,1,1,87,0,11,29,54438.76,7,1
972,2,1,2,22,2,8,18,54438.76,7,1
972,3,1,3,54,0,4,46,54438.76,7,1
972,4,1,4,50,1,15,29,54438.76,7,1
972,5,1,5,16,1,9,30,54438.76,7,1
972,6,1,6,12,0,14,9,54438.76,7,1
3335,-6,0,0,97,0,0,0,50805.02,2,5
3335,-5,0,0,0,0,0,0,50805.02,2,5
3335,-4,0,0,0,0,0,0,50805.02,2,5
3335,-3,0,0,0,0,0,0,50805.02,2,5
3335,-2,0,0,1,0,0,0,50805.02,2,5
3335,-1,0,0,1,0,0,0,50805.02,2,5
3335,0,0,0,10,0,0,0,50805.02,2,5
3335,1,1,1,5,3,0,3,50805.02,2,5
3335,2,1,2,1,0,0,0,50805.02,2,5
3335,3,1,3,0,0,1,0,50805.02,2,5
3335,4,1,4,5,0,0,0,50805.02,2,5
3335,5,1,5,0,0,0,0,50805.02,2,5
3335,6,1,6,0,0,0,0,50805.02,2,5
3278,-6,0,0,37,0,1,0,48420.66,1,19
3278,-5,0,0,31,0,0,0,48420.66,1,19
3278,-4,0,0,8,0,0,0,48420.66,1,19
3278,-3,0,0,0,0,0,0,48420.66,1,19
3278,-2,0,0,0,0,0,0,48420.66,1,19
3278,-1,0,0,0,0,0,0,48420.66,1,19
3278,0,0,0,0,0,2,0,48420.66,1,19
3278,1,1,1,0,1,0,1,48420.66,1,19
3278,2,1,2,0,0,17,0,48420.66,1,19
3278,3,1,3,0,0,0,0,48420.66,1,19
3278,4,1,4,0,0,0,0,48420.66,1,19
3278,5,1,5,0,0,0,0,48420.66,1,19
3278,6,1,6,0,0,0,0,48420.66,1,19
3814,-6,0,0,0,0,0,0,47713.56,1,2
3814,-5,0,0,0,0,0,0,47713.56,1,2
3814,-4,0,0,0,0,0,0,47713.56,1,2
3814,-3,0,0,0,0,0,0,47713.56,1,2
3814,-2,0,0,45,0,0,0,47713.56,1,2
3814,-1,0,0,1,0,0,0,47713.56,1,2
3814,0,0,0,1,0,0,0,47713.56,1,2
3814,1,1,1,0,0,0,0,47713.56,1,2
3814,2,1,2,0,0,0,0,47713.56,1,2
3814,3,1,3,0,0,0,0,47713.56,1,2
3814,4,1,4,0,0,0,0,47713.56,1,2
3814,5,1,5,0,0,0,0,47713.56,1,2
3814,6,1,6,0,0,0,0,47713.56,1,2
1080,-6,0,0,108,0,0,0,47336.32,4,3
1080,-5,0,0,49,0,2,0,47336.32,4,3
1080,-4,0,0,16,0,0,0,47336.32,4,3
1080,-3,0,0,31,0,3,0,47336.32,4,3
1080,-2,0,0,60,0,0,0,47336.32,4,3
1080,-1,0,0,16,0,3,0,47336.32,4,3
1080,0,0,0,10,0,1,0,47336.32,4,3
1080,1,1,1,46,0,0,1,47336.32,4,3
1080,2,1,2,6,3,1,0,47336.32,4,3
1080,3,1,3,217,0,2,4,47336.32,4,3
1080,4,1,4,203,0,2,1,47336.32,4,3
1080,5,1,5,241,1,0,0,47336.32,4,3
1080,6,1,6,176,0,2,2,47336.32,4,3
3059,-6,0,0,1,1,0,0,46388.3,3,7
3059,-5,0,0,2,0,0,0,46388.3,3,7
3059,-4,0,0,1,0,0,0,46388.3,3,7
3059,-3,0,0,0,3,1,2,46388.3,3,7
3059,-2,0,0,4,1,1,0,46388.3,3,7
