pk,round,total_earned,category,round_times,team_member,len_description,admin_profile_followers,admin_profile_following,admin_position,admin_grants_owned,admin_grants_contributed,stars,commits,issues,comments,tweet_count,count_likes,count_comments,count_retweet,followers_count,followings_count
413,10,1147.56,Infra Tech,7,1,1312,919,920,0,2,66,0,0,0,0,8,24,3,3,2796,146
413,9,912.87,Infra Tech,6,1,1312,919,920,0,2,66,0,0,0,0,18,34,10,2,2796,146
413,8,126.67,Infra Tech,5,1,1312,919,920,0,2,66,0,0,0,0,2,3,1,4,2796,146
413,7,342.42,Infra Tech,4,1,1312,919,920,0,2,66,0,0,0,0,47,71,19,16,2796,146
413,6,1.46,Infra Tech,3,1,1312,919,920,0,2,66,0,0,0,0,50,56,21,0,2796,146
413,5,35.04,Infra Tech,2,1,1312,919,920,0,2,66,0,0,0,0,7,25,3,7,2796,146
413,4,50.0,Infra Tech,1,1,1312,919,920,0,2,66,0,0,0,0,1,2,0,0,2796,146
2455,12,101.6,Community,3,1,398,1398,1412,0,3,27,0,1,0,4,108,5180,262,612,1521,575
2455,11,34.22,Community,2,1,398,1398,1412,0,3,27,0,0,0,0,110,1828,228,306,1521,575
2455,10,2283.77,Community,1,1,398,1398,1412,0,3,27,0,0,0,0,0,0,0,0,1521,575
1141,12,64.71,dApp Tech,6,1,1650,836,829,547,2,121,0,0,0,0,21,116,21,21,3443,2359
1141,11,283.32,dApp Tech,5,1,1650,836,829,547,2,121,0,0,0,0,35,240,33,18,3443,2359
1141,10,942.23,dApp Tech,4,1,1650,836,829,547,2,121,0,0,0,0,18,980,71,281,3443,2359
1141,9,1351.94,dApp Tech,3,1,1650,836,829,547,2,121,0,0,0,0,17,172,10,46,3443,2359
1141,8,3409.53,dApp Tech,2,1,1650,836,829,547,2,121,1,0,0,0,18,348,24,54,3443,2359
1141,7,927.58,dApp Tech,1,1,1650,836,829,547,2,121,2,0,0,0,30,344,29,120,3443,2359
2074,12,28.61,dApp Tech,4,3,1801,,,0,,,0,0,0,0,1,3,0,2,173,80
2074,11,34.87,dApp Tech,3,3,1801,,,0,,,0,0,0,0,8,333,30,126,173,80
2074,10,660.84,dApp Tech,2,3,1801,,,0,,,0,1,1,0,0,0,0,0,173,80
2074,9,4012.48,dApp Tech,1,3,1801,,,0,,,0,12,0,0,54,75,4,26,173,80
1996,12,44.98,NFTs,4,1,276,,,265,,,0,0,0,0,54,4380,290,523,5540,1079
1996,11,96.0,NFTs,3,1,276,,,265,,,10,0,0,0,57,1078,131,138,5540,1079
1996,10,192.84,NFTs,2,1,276,,,265,,,3,0,1,1,56,1588,210,245,5540,1079
1996,9,16822.62,NFTs,1,1,276,,,265,,,20,0,0,0,51,651,73,25,5540,1079
2196,12,27.41,dApp Tech,4,2,809,1018,1025,0,3,137,0,0,0,0,4,8,6,2,1025,936
2196,11,100.49,dApp Tech,3,2,809,1018,1025,0,3,137,0,0,0,0,2,12,0,0,1025,936
2196,10,89.74,dApp Tech,2,2,809,1018,1025,0,3,137,1,0,0,0,0,0,0,0,1025,936
2196,9,5809.8,dApp Tech,1,2,809,1018,1025,0,3,137,0,9,0,0,18,1502,76,198,1025,936
634,12,33.79,Infra Tech,6,6,1474,899,897,0,1,13,0,0,0,0,30,3359,1884,625,30113,485
634,11,28.25,Infra Tech,5,6,1474,899,897,0,1,13,0,0,0,0,17,629,18,119,30113,485
634,10,847.45,Infra Tech,4,6,1474,899,897,0,1,13,0,0,0,0,17,1669,93,1587,30113,485
634,9,1294.49,Infra Tech,3,6,1474,899,897,0,1,13,0,0,0,0,15,514,47,143,30113,485
634,6,298.69,Infra Tech,2,6,1474,899,897,0,1,13,1,186,6,44,2,3,1,1,30113,485
634,5,2321.74,Infra Tech,1,6,1474,899,897,0,1,13,7,163,5,73,9,22,0,4,30113,485
516,12,39.01,Community,7,8,3412,333,325,0,1,38,0,0,0,0,0,0,0,0,169,70
516,11,36.82,Community,6,8,3412,333,325,0,1,38,0,0,0,0,0,0,0,0,169,70
516,10,406.85,Community,5,8,3412,333,325,0,1,38,0,0,0,0,0,0,0,0,169,70
516,9,458.31,Community,4,8,3412,333,325,0,1,38,0,0,0,0,1,1,0,0,169,70
516,7,24.5,Community,3,8,3412,333,325,0,1,38,0,0,0,0,0,0,0,0,169,70
516,6,328.06,Community,2,8,3412,333,325,0,1,38,0,0,0,0,4,7,1,1,169,70
516,5,2615.79,Community,1,8,3412,333,325,0,1,38,2,43,6,29,8,75,6,46,169,70
2871,12,46.33,dApp Tech,3,1,288,994,998,0,1,0,1,0,0,0,49,294,56,34,5557,667
2871,11,1757.13,dApp Tech,2,1,288,994,998,0,1,0,0,0,0,0,53,12181,495,4638,5557,667
2871,10,4144.46,dApp Tech,1,1,288,994,998,0,1,0,13,8,9,64,45,508,111,76,5557,667
1175,12,18.55,Infra Tech,6,1,818,1755,1761,0,5,70,0,0,0,0,0,0,0,0,341,1
1175,11,15.05,Infra Tech,5,1,818,1755,1761,0,5,70,0,0,0,0,0,0,0,0,341,1
1175,10,803.88,Infra Tech,4,1,818,1755,1761,0,5,70,0,0,0,0,0,0,0,0,341,1
1175,9,4917.63,Infra Tech,3,1,818,1755,1761,0,5,70,0,0,0,0,0,0,0,0,341,1
1175,8,1695.88,Infra Tech,2,1,818,1755,1761,0,5,70,0,0,0,0,0,0,0,0,341,1
1175,7,359.19,Infra Tech,1,1,818,1755,1761,0,5,70,0,0,0,0,2,6,0,5,341,1
1511,12,36.16,dApp Tech,3,1,708,,,289,,,122,30,47,362,54,85910,4766,18169,1538,914
1511,11,305.9,dApp Tech,2,1,708,,,289,,,73,2,25,397,26,4548,254,662,1538,914
1511,10,3124.7,dApp Tech,1,1,708,,,289,,,29,2,34,358,16,88,29,18,1538,914
2427,12,25.42,NFTs,3,1,2370,,,0,,,0,0,0,0,0,0,0,0,46,70
2427,11,63.06,NFTs,2,1,2370,,,0,,,0,0,0,0,4,32,6,8,46,70
2427,10,3295.66,NFTs,1,1,2370,,,0,,,0,0,0,0,0,0,0,0,46,70
36,12,16.01,Community,8,2,389,9970,9946,120,6,39,0,0,0,0,1,16,5,3,11256,18
36,11,241.19,Community,7,2,389,9970,9946,120,6,39,0,0,0,0,3,59,3,15,11256,18
36,10,7.8,Community,6,2,389,9970,9946,120,6,39,0,0,0,0,0,0,0,0,11256,18
36,7,33.15,Community,5,2,389,9970,9946,120,6,39,0,0,0,0,0,0,0,0,11256,18
36,6,13.47,Community,4,2,389,9970,9946,120,6,39,0,0,0,0,3,114,3,17,11256,18
36,3,2420.0,Community,3,2,389,9970,9946,120,6,39,0,0,0,0,7,134,3,25,11256,18
36,2,4379.0,Community,2,2,389,9970,9946,120,6,39,16,20,7,10,46,702,58,99,11256,18
36,1,4055.74,Community,1,2,389,9970,9946,120,6,39,22,262,0,3,1,39,2,8,11256,18
2119,12,4.22,dApp Tech,4,2,2707,487,485,0,2,28,0,0,0,0,4,8,6,2,1025,936
2119,11,43.06,dApp Tech,3,2,2707,487,485,0,2,28,2,78,1,25,2,12,0,0,1025,936
2119,10,1925.82,dApp Tech,2,2,2707,487,485,0,2,28,0,44,1,1,0,0,0,0,1025,936
2119,9,1707.45,dApp Tech,1,2,2707,487,485,0,2,28,3,8,0,0,18,1502,76,198,1025,936
233,12,3.97,Infra Tech,5,2,1411,,,566,,,0,0,0,0,0,0,0,0,1410,20
233,11,125.06,Infra Tech,4,2,1411,,,566,,,0,0,0,0,0,0,0,0,1410,20
233,6,4227.9,Infra Tech,3,2,1411,,,566,,,8,0,0,0,0,0,0,0,1410,20
233,5,5163.51,Infra Tech,2,2,1411,,,566,,,3,3,2,3,0,0,0,0,1410,20
233,4,1973.98,Infra Tech,1,2,1411,,,566,,,7,1,0,0,1,23,1,3,1410,20
653,12,4.34,Infra Tech,6,1,278,194,195,470,1,2,0,0,0,0,1,3,0,0,1274,62
653,11,394.38,Infra Tech,5,1,278,194,195,470,1,2,0,0,0,0,0,0,0,0,1274,62
653,6,87.03,Infra Tech,4,1,278,194,195,470,1,2,0,0,0,0,0,0,0,0,1274,62
653,5,61.41,Infra Tech,3,1,278,194,195,470,1,2,0,6,0,1,1,1,0,0,1274,62
653,4,95.95,Infra Tech,2,1,278,194,195,470,1,2,4,3,0,1,3,4,1,0,1274,62
653,3,4472.11,Infra Tech,1,1,278,194,195,470,1,2,7,2,0,9,0,0,0,0,1274,62
290,12,4.34,Infra Tech,3,2,763,,,0,,,0,0,0,0,,,,,,
290,11,5368.69,Infra Tech,2,2,763,,,0,,,0,0,0,0,,,,,,
290,6,0.0,Infra Tech,1,2,763,,,0,,,0,0,0,0,,,,,,
22,12,0,Infra Tech,7,2,532,,,0,,,0,0,0,0,0,0,0,0,1074,557
22,11,30.66,Infra Tech,6,2,532,,,0,,,0,0,0,0,0,0,0,0,1074,557
22,10,6.87,Infra Tech,5,2,532,,,0,,,0,0,0,0,0,0,0,0,1074,557
22,9,6.93,Infra Tech,4,2,532,,,0,,,0,0,0,0,0,0,0,0,1074,557
22,6,69.93,Infra Tech,3,2,532,,,0,,,0,0,0,0,1,2,2,0,1074,557
22,5,9.51,Infra Tech,2,2,532,,,0,,,124,84,16,176,0,0,0,0,1074,557
22,3,10597.72,Infra Tech,1,2,532,,,0,,,437,493,35,176,0,0,0,0,1074,557
256,12,9.5,dApp Tech,5,1,1196,,,0,,,0,0,0,0,,,,,,
256,11,3.2,dApp Tech,4,1,1196,,,0,,,0,0,0,0,,,,,,
256,6,2.56,dApp Tech,3,1,1196,,,0,,,0,0,0,0,,,,,,
256,5,20.9,dApp Tech,2,1,1196,,,0,,,1,0,0,0,,,,,,
256,4,3962.39,dApp Tech,1,1,1196,,,0,,,1,0,0,0,,,,,,
145,12,0.96,Infra Tech,6,1,2172,3997,4010,85,6,93,0,0,0,0,51,582,98,85,10437,1397
145,11,84.48,Infra Tech,5,1,2172,3997,4010,85,6,93,0,0,0,0,50,815,133,105,10437,1397
145,7,30.3,Infra Tech,4,1,2172,3997,4010,85,6,93,0,0,0,0,52,438,65,44,10437,1397
145,6,1081.74,Infra Tech,3,1,2172,3997,4010,85,6,93,4,0,0,0,54,591,70,92,10437,1397
145,5,6276.66,Infra Tech,2,1,2172,3997,4010,85,6,93,1,15,2,1,51,468,27,29,10437,1397
145,4,1895.23,Infra Tech,1,1,2172,3997,4010,85,6,93,0,10,0,0,47,195,24,52,10437,1397
2180,12,1.0,dApp Tech,4,1,2798,965,963,0,2,0,0,0,0,0,0,0,0,0,30,3
2180,11,15.07,dApp Tech,3,1,2798,965,963,0,2,0,0,0,0,0,0,0,0,0,30,3
2180,10,1090.37,dApp Tech,2,1,2798,965,963,0,2,0,0,0,0,0,0,0,0,0,30,3
2180,9,1453.87,dApp Tech,1,1,2798,965,963,0,2,0,0,0,0,0,1,1,0,1,30,3
1240,12,2.0,Infra Tech,5,1,2758,,,0,,,0,0,0,0,0,0,0,0,14,78
1240,10,124.45,Infra Tech,4,1,2758,,,0,,,0,0,0,0,0,0,0,0,14,78
1240,9,876.32,Infra Tech,3,1,2758,,,0,,,0,0,0,0,0,0,0,0,14,78
1240,8,2098.56,Infra Tech,2,1,2758,,,0,,,0,0,0,0,0,0,0,0,14,78
1240,7,1937.65,Infra Tech,1,1,2758,,,0,,,0,0,0,0,1,0,0,0,14,78
1375,12,0,dApp Tech,3,3,1330,,,0,,,0,0,0,0,3,1,1,0,609,3
1375,8,4774.35,dApp Tech,2,3,1330,,,0,,,1,38,0,9,41,47,38,18,609,3
1375,7,1089.67,dApp Tech,1,3,1330,,,0,,,1,68,0,133,2,2,0,3,609,3
519,12,0,dApp Tech,7,5,789,283,259,0,3,145,0,0,0,0,0,0,0,0,2629,87
519,11,86.71,dApp Tech,6,5,789,283,259,0,3,145,0,0,0,0,0,0,0,0,2629,87
519,7,1063.04,dApp Tech,5,5,789,283,259,0,3,145,0,0,0,0,0,0,0,0,2629,87
519,6,163.7,dApp Tech,4,5,789,283,259,0,3,145,0,0,0,0,0,0,0,0,2629,87
519,5,137.22,dApp Tech,3,5,789,283,259,0,3,145,1,3,0,0,0,0,0,0,2629,87
519,4,2008.17,dApp Tech,2,5,789,283,259,0,3,145,7,35,4,8,0,0,0,0,2629,87
519,3,13276.88,dApp Tech,1,5,789,283,259,0,3,145,8,19,3,24,0,0,0,0,2629,87
1005,12,6.06,dApp Tech,6,1,567,259,261,0,1,81,0,0,0,0,5,66,11,2,8943,462
1005,11,9.71,dApp Tech,5,1,567,259,261,0,1,81,0,0,0,0,0,0,0,0,8943,462
1005,10,11.16,dApp Tech,4,1,567,259,261,0,1,81,0,0,0,0,6,738,31,146,8943,462
1005,9,164.28,dApp Tech,3,1,567,259,261,0,1,81,6,0,0,1,0,0,0,0,8943,462
1005,8,359.82,dApp Tech,2,1,567,259,261,0,1,81,4,0,0,0,1,2,0,0,8943,462
1005,7,6807.28,dApp Tech,1,1,567,259,261,0,1,81,12,2,0,0,11,902,129,172,8943,462
1999,12,565.31,Infra Tech,4,1,2768,1166,1175,0,3,0,0,0,0,0,16,14,10,0,197,446
1999,11,8.81,Infra Tech,3,1,2768,1166,1175,0,3,0,0,0,0,0,0,0,0,0,197,446
1999,10,2199.28,Infra Tech,2,1,2768,1166,1175,0,3,0,0,0,0,0,10,6,1,0,197,446
1999,9,978.43,Infra Tech,1,1,2768,1166,1175,0,3,0,0,0,0,0,0,0,0,0,197,446
556,12,9.5,dApp Tech,6,4,1547,,,0,,,0,0,0,0,2,163,17,38,9004,797
556,9,90.97,dApp Tech,5,4,1547,,,0,,,0,0,0,0,2,37,3,8,9004,797
556,8,200.09,dApp Tech,4,4,1547,,,0,,,0,0,0,0,6,119,10,20,9004,797
556,7,188.2,dApp Tech,3,4,1547,,,0,,,0,0,0,0,7,85,5,14,9004,797
556,6,653.67,dApp Tech,2,4,1547,,,0,,,0,0,0,0,17,63,3,7,9004,797
556,5,1687.6,dApp Tech,1,4,1547,,,0,,,0,0,0,0,43,253,29,51,9004,797
1134,12,0,dApp Tech,6,1,3646,,,0,,,0,0,0,0,0,0,0,0,20,118
1134,11,24.08,dApp Tech,5,1,3646,,,0,,,0,0,0,0,0,0,0,0,20,118
1134,10,137.11,dApp Tech,4,1,3646,,,0,,,0,0,0,0,0,0,0,0,20,118
1134,9,412.79,dApp Tech,3,1,3646,,,0,,,0,0,0,0,0,0,0,0,20,118
1134,8,3790.9,dApp Tech,2,1,3646,,,0,,,1,0,0,0,0,0,0,0,20,118
1134,7,1010.86,dApp Tech,1,1,3646,,,0,,,0,0,0,0,1,1,0,0,20,118
294,12,1.21,Community,6,1,5412,,,0,,,0,0,0,0,0,0,0,0,9740,603
294,10,45.61,Community,5,1,5412,,,0,,,0,0,0,0,0,0,0,0,9740,603
294,9,1777.42,Community,4,1,5412,,,0,,,0,0,0,0,32,3316,262,560,9740,603
294,8,40798.92,Community,3,1,5412,,,0,,,0,0,0,0,26,2708,86,171,9740,603
294,6,0.03,Community,2,1,5412,,,0,,,0,26,0,0,0,0,0,0,9740,603
294,5,8.26,Community,1,1,5412,,,0,,,0,0,0,0,0,0,0,0,9740,603
1099,12,0,dApp Tech,5,2,2101,,,0,,,0,0,0,0,3,47,0,5,3760,93
1099,11,469.57,dApp Tech,4,2,2101,,,0,,,0,0,0,0,4,576,23,38,3760,93
1099,10,4.22,dApp Tech,3,2,2101,,,0,,,0,0,0,0,5,1182,43,352,3760,93
1099,8,252.95,dApp Tech,2,2,2101,,,0,,,0,0,0,0,18,1800,141,568,3760,93
1099,7,1804.27,dApp Tech,1,2,2101,,,0,,,2,0,0,0,12,67,4,15,3760,93
959,12,0,Infra Tech,3,1,1562,,,0,,,0,0,0,0,0,0,0,0,,
959,11,72.22,Infra Tech,2,1,1562,,,0,,,0,0,0,0,0,0,0,0,,
959,6,10037.65,Infra Tech,1,1,1562,,,0,,,1,44,0,33,0,0,0,0,,
389,12,0,dApp Tech,6,1,1391,,,0,,,0,0,0,0,0,0,0,0,563,32
389,11,1866.45,dApp Tech,5,1,1391,,,0,,,0,0,0,0,1,0,0,0,563,32
389,10,478.71,dApp Tech,4,1,1391,,,0,,,0,0,0,0,9,52,2,4,563,32
389,9,162.28,dApp Tech,3,1,1391,,,0,,,0,0,0,0,0,0,0,0,563,32
389,8,139.91,dApp Tech,2,1,1391,,,0,,,0,0,0,0,0,0,0,0,563,32
389,6,0.0,dApp Tech,1,1,1391,,,0,,,0,0,0,0,0,0,0,0,563,32
3278,11,48420.66,dApp Tech,1,1,564,7739,7753,0,2,0,1,0,0,0,36,3138,1331,1224,72646,173
3510,11,22961.22,Infra Tech,1,2,2746,,,285,,,0,2,3,0,5,49,0,19,1953,70
3004,11,15329.12,Building Gitcoin,2,2,743,9970,9946,120,6,39,11,396,35,93,86,7468,468,712,45764,5871
3004,10,4667.12,Building Gitcoin,1,2,743,9970,9946,120,6,39,0,168,0,0,104,2416,196,446,45764,5871
142,11,13914.18,Infra Tech,9,5,7468,7276,7262,94,2,151,0,0,0,0,17,1125,39,253,10263,694
142,10,14148.27,Infra Tech,8,5,7468,7276,7262,94,2,151,0,0,0,0,46,1262,134,237,10263,694
142,9,18965.02,Infra Tech,7,5,7468,7276,7262,94,2,151,0,0,0,0,54,919,58,205,10263,694
142,8,32682.01,Infra Tech,6,5,7468,7276,7262,94,2,151,0,0,0,0,51,1421,68,333,10263,694
142,7,9313.66,Infra Tech,5,5,7468,7276,7262,94,2,151,0,0,0,0,55,593,46,152,10263,694
142,6,1281.64,Infra Tech,4,5,7468,7276,7262,94,2,151,0,0,0,0,42,881,93,176,10263,694
142,5,1780.97,Infra Tech,3,5,7468,7276,7262,94,2,151,1,58,0,33,21,146,8,37,10263,694
142,4,5161.9,Infra Tech,2,5,7468,7276,7262,94,2,151,0,69,2,84,50,224,31,29,10263,694
142,3,1626.3,Infra Tech,1,5,7468,7276,7262,94,2,151,3,42,1,104,44,116,27,17,10263,694
2262,11,12163.24,Infra Tech,3,,,,,,,,6,0,0,0,2,87,18,23,4720,1
2262,10,321.57,Infra Tech,2,,,,,,,,2,0,0,0,1,8,0,1,4720,1
2262,9,8434.2,Infra Tech,1,,,,,,,,3,0,0,2,33,37,5,10,4720,1
596,11,11620.86,Infra Tech,3,,,,,,,,0,0,0,0,43,1961,118,325,5149,818
596,6,152.39,Infra Tech,2,,,,,,,,6,0,0,50,27,41,27,1,5149,818
596,5,4117.91,Infra Tech,1,,,,,,,,1,0,0,6,13,29,10,3,5149,818
212,11,37.43,dApp Tech,8,,,,,,,,0,0,0,0,0,0,0,0,1808,518
212,10,501.52,dApp Tech,7,,,,,,,,0,0,0,0,0,0,0,0,1808,518
212,9,29.28,dApp Tech,6,,,,,,,,0,0,0,0,2,14,0,6,1808,518
212,8,8.97,dApp Tech,5,,,,,,,,0,0,0,0,0,0,0,0,1808,518
212,7,2484.52,dApp Tech,4,,,,,,,,0,0,0,0,4,8,0,2,1808,518
212,6,0.28,dApp Tech,3,,,,,,,,2,4,0,0,1,3,1,3,1808,518
212,5,8.49,dApp Tech,2,,,,,,,,0,39,0,3,18,224,36,81,1808,518
212,4,55.0,dApp Tech,1,,,,,,,,0,8,0,0,2,2,0,1,1808,518
1093,10,65585.29,dGov,4,,,,,,,,0,0,0,0,13,96,4,15,24225,14
1093,9,17468.87,dGov,3,,,,,,,,19,136,0,94,1,2,0,0,24225,14
1093,8,19625.17,dGov,2,,,,,,,,9,96,0,109,2,23,2,6,24225,14
1093,7,17353.4,dGov,1,,,,,,,,45,141,1,283,2,37,10,4,24225,14
1571,10,4289.23,Infra Tech,3,,,,,,,,0,0,0,0,0,0,0,0,,
1571,9,1145.22,Infra Tech,2,,,,,,,,5,115,11,13,0,0,0,0,,
1571,8,138.07,Infra Tech,1,,,,,,,,0,0,0,0,0,0,0,0,,
1112,10,2706.47,dApp Tech,4,,,,,,,,0,0,0,0,14,170,21,28,5810,527
1112,9,1482.42,dApp Tech,3,,,,,,,,0,0,0,0,4,22,2,3,5810,527
1112,8,1565.41,dApp Tech,2,,,,,,,,0,15,0,17,20,168,25,24,5810,527
1112,7,5627.42,dApp Tech,1,,,,,,,,0,21,0,10,18,90,7,13,5810,527
1415,10,367.56,Infra Tech,3,,,,,,,,0,0,0,0,3,952,95,244,4080,35
1415,9,18996.51,Infra Tech,2,,,,,,,,45,21,8,95,5,42,2,10,4080,35
1415,8,58145.94,Infra Tech,1,,,,,,,,47,14,5,103,8,46,5,8,4080,35
198,10,314.22,dApp Tech,7,3,1297,,,58,,,0,0,0,0,3,1105,34,173,48201,269
198,9,355.64,dApp Tech,6,3,1297,,,58,,,0,0,0,0,6,339,38,65,48201,269
198,8,1133.12,dApp Tech,5,3,1297,,,58,,,0,0,0,0,1,76,5,13,48201,269
198,7,2107.96,dApp Tech,4,3,1297,,,58,,,0,0,0,0,0,0,0,0,48201,269
198,6,6851.88,dApp Tech,3,3,1297,,,58,,,7,1,0,7,3,70,5,18,48201,269
198,5,3995.54,dApp Tech,2,3,1297,,,58,,,4,2,0,5,2,27,2,14,48201,269
198,4,3000.85,dApp Tech,1,3,1297,,,58,,,9,25,1,8,13,90,12,24,48201,269
540,9,69599.76,Infra Tech,5,,,,,,,,0,0,0,0,10,131,6,46,23963,87
540,8,1998.29,Infra Tech,4,,,,,,,,0,0,0,0,19,52,7,15,23963,87
540,7,4682.54,Infra Tech,3,,,,,,,,15,238,1,121,40,232,7,91,23963,87
540,6,7.35,Infra Tech,2,,,,,,,,16,175,2,171,21,319,13,120,23963,87
540,5,45.27,Infra Tech,1,,,,,,,,7,25,4,64,6,91,4,33,23963,87
1773,9,36463.49,dApp Tech,2,1,2170,5557,5543,344,3,58,0,25,0,3,3,22,3,7,6674,39
1773,8,43.1,dApp Tech,1,1,2170,5557,5543,344,3,58,0,14,0,0,20,169,25,16,6674,39
275,9,30579.95,Infra Tech,6,,,,,,,,0,0,0,0,42,774,43,107,28098,190
275,8,34207.08,Infra Tech,5,,,,,,,,0,0,0,0,8,645,149,168,28098,190
275,7,19670.12,Infra Tech,4,,,,,,,,0,0,0,0,35,188,32,47,28098,190
275,6,1657.69,Infra Tech,3,,,,,,,,11,92,2,72,15,500,42,102,28098,190
275,5,836.59,Infra Tech,2,,,,,,,,4,17,1,11,32,253,41,78,28098,190
275,4,4380.0,Infra Tech,1,,,,,,,,6,65,1,12,12,184,11,36,28098,190
1530,9,15960.6,dApp Tech,2,,,,,,,,15,9,0,0,33,761,83,95,1830,15
1530,8,10665.31,dApp Tech,1,,,,,,,,0,0,0,0,9,135,5,28,1830,15
86,8,142078.48,Building Gitcoin,7,3,2105,82472,82327,5,20,468,0,0,0,0,41,65040,2389,8778,112675,851
86,7,27017.18,Building Gitcoin,6,3,2105,82472,82327,5,20,468,0,0,0,0,46,927,153,207,112675,851
86,6,9062.66,Building Gitcoin,5,3,2105,82472,82327,5,20,468,0,0,0,0,51,561,35,150,112675,851
86,5,3657.81,Building Gitcoin,4,3,2105,82472,82327,5,20,468,0,0,0,0,52,433,67,246,112675,851
86,4,10850.25,Building Gitcoin,3,3,2105,82472,82327,5,20,468,0,0,0,0,55,950,54,302,112675,851
86,3,1344.88,Building Gitcoin,2,3,2105,82472,82327,5,20,468,18,2,11,103,52,879,41,201,112675,851
86,2,457.0,Building Gitcoin,1,3,2105,82472,82327,5,20,468,42,7,26,195,54,575,21,166,112675,851
159,8,10751.83,dApp Tech,4,2,626,3173,3117,602,2,27,0,0,0,0,48,18391,815,2207,101058,580
159,7,1544.54,dApp Tech,3,2,626,3173,3117,602,2,27,42,91,1,78,48,625,157,488,101058,580
159,6,214.85,dApp Tech,2,2,626,3173,3117,602,2,27,13,114,1,63,19,51,5,22,101058,580
159,5,213.55,dApp Tech,1,2,626,3173,3117,602,2,27,9,46,0,56,10,45,10,12,101058,580
822,8,1189.26,dApp Tech,3,,,,,,,,1,55,5,20,0,0,0,0,44008,2
822,7,1224.92,dApp Tech,2,,,,,,,,0,17,0,2,18,823,94,275,44008,2
822,6,763.66,dApp Tech,1,,,,,,,,4,48,0,0,11,361,334,116,44008,2
224,7,27012.22,Infra Tech,4,,,,,,,,0,0,0,0,,,,,,
224,6,917.24,Infra Tech,3,,,,,,,,2,31,0,1,,,,,,
224,5,1290.73,Infra Tech,2,,,,,,,,0,23,0,9,,,,,,
224,4,7924.27,Infra Tech,1,,,,,,,,2,58,0,18,,,,,,
936,7,16084.95,dApp Tech,2,,,,,,,,1,3,0,0,40,591,35,156,108940,196
936,6,141.8,dApp Tech,1,,,,,,,,4,10,1,0,33,7441,50,560,108940,196
296,7,6422.13,dApp Tech,4,,,,,,,,0,0,0,0,38,1376,104,306,28653,40
296,6,2185.55,dApp Tech,3,,,,,,,,0,0,0,0,52,282,36,63,28653,40
296,5,1240.62,dApp Tech,2,,,,,,,,0,0,0,0,13,163,4,34,28653,40
296,4,610.1,dApp Tech,1,,,,,,,,0,0,0,0,45,542,31,98,28653,40
943,7,5416.33,Infra Tech,2,2,1597,1108,1083,0,3,125,43,3,0,1,50,840,84,172,10002,952
943,6,143.21,Infra Tech,1,2,1597,1108,1083,0,3,125,10,1,1,5,37,460,62,66,10002,952
946,6,67269.33,Infra Tech,1,,,,,,,,3,7,0,8,,,,,,
246,6,4489.51,dApp Tech,3,3,2653,,,394,,,5,45,4,3,0,0,0,0,1740,1
246,5,9014.33,dApp Tech,2,3,2653,,,394,,,4,8,1,0,0,0,0,0,1740,1
246,4,3413.73,dApp Tech,1,3,2653,,,394,,,5,18,0,1,0,0,0,0,1740,1
547,5,4601.95,Health,1,3,976,,,0,,,1,14,0,28,46,237,51,65,492,3399
82,2,27140.07,dApp Tech,1,,,,,,,,3,0,0,0,4,57,10,22,6162,202
