pk,round,total_earned,round_times,team_member,len_description,admin_profile_followers,admin_profile_following,admin_position,admin_grants_contributed,stars,commits,issues,comments,tweet_count,count_likes,count_comments,count_retweet
259,12,3899.78,7,1,2723,1160,1171,220,39,0,0,0,0,42,3921,574,1070
259,11,1508.51,6,1,2723,1160,1171,220,39,0,0,0,0,45,13893,2128,3207
259,10,1969.38,5,1,2723,1160,1171,220,39,0,0,0,0,54,3996,117,329
259,9,318.33,4,1,2723,1160,1171,220,39,0,0,0,0,49,171687,4529,18765
259,8,409.57,3,1,2723,1160,1171,220,39,0,0,0,0,41,142,24,16
259,6,2.1,2,1,2723,1160,1171,220,39,10,2,0,7,52,284,40,59
259,4,562.48,1,1,2723,1160,1171,220,39,4,94,0,12,40,654,239,60
2112,12,2699.81,4,3,2173,924,929,171,46,0,0,0,0,3,25,4,8
2112,11,2901.61,3,3,2173,924,929,171,46,5,0,0,0,21,136,10,35
2112,10,23188.8,2,3,2173,924,929,171,46,0,0,0,0,8,20,4,5
2112,9,5021.58,1,3,2173,924,929,171,46,3,12,0,6,4,5,2,0
3457,12,2990.42,2,1,1260,924,929,171,46,1,4,0,0,33,355,43,49
3457,11,2068.3,1,1,1260,924,929,171,46,0,0,0,0,16,46,5,7
2631,12,1606.78,3,2,446,2776,2787,232,85,13,3,3,18,2,5,1,2
2631,11,6205.96,2,2,446,2776,2787,232,85,9,5,1,21,2,12,0,7
2631,10,211.03,1,2,446,2776,2787,232,85,10,3,1,14,1,1,0,1
1155,12,1858.58,6,5,9054,,,183,,0,0,0,0,27,389,16,82
1155,11,679.76,5,5,9054,,,183,,0,0,0,0,49,1017,155,362
1155,10,2094.22,4,5,9054,,,183,,0,0,0,0,22,130,5,49
1155,9,4185.51,3,5,9054,,,183,,3,112,2,213,27,100,13,50
1155,8,6441.79,2,5,9054,,,183,,3,29,1,49,10,105,2,30
1155,7,907.3,1,5,9054,,,183,,0,34,0,0,0,0,0,0
139,12,1368.92,10,1,2867,4297,4319,201,89,0,0,0,0,46,4985,6855,1088
139,11,8490.1,9,1,2867,4297,4319,201,89,0,0,0,0,44,1666,258,439
139,10,8335.31,8,1,2867,4297,4319,201,89,0,0,0,0,49,3938,554,631
139,9,1976.71,7,1,2867,4297,4319,201,89,0,0,0,0,51,10857,902,2298
139,8,1344.29,6,1,2867,4297,4319,201,89,0,0,0,0,57,3011,290,399
139,7,2390.41,5,1,2867,4297,4319,201,89,0,0,0,0,58,1713,222,473
139,6,482.19,4,1,2867,4297,4319,201,89,0,0,0,0,62,1605,127,262
139,5,359.79,3,1,2867,4297,4319,201,89,0,16,0,4,58,411,82,71
139,4,872.04,2,1,2867,4297,4319,201,89,1,15,0,7,59,840,58,177
139,3,2232.78,1,1,2867,4297,4319,201,89,1,121,0,24,51,753,73,140
3525,12,1962.01,2,1,115,2266,2286,0,21,1,2,0,0,5,31,11,17
3525,11,9862.33,1,1,115,2266,2286,0,21,11,0,0,1,0,0,0,0
2271,12,2017.27,4,1,1209,2357,2373,110,0,0,0,0,0,4,20,2,0
2271,11,3082.96,3,1,1209,2357,2373,110,0,0,88,0,0,4,11,1,1
2271,10,2738.1,2,1,1209,2357,2373,110,0,4,76,0,0,7,14,0,5
2271,9,330.66,1,1,1209,2357,2373,110,0,7,25,0,1,3,2,0,1
2758,12,1512.25,3,,,,,,,1,17,0,0,3,0,1,0
2758,11,376.48,2,,,,,,,0,31,0,3,4,5,0,3
2758,10,8746.13,1,,,,,,,4,28,0,2,11,7,0,2
2788,12,951.11,3,3,144,2639,2636,0,21,0,0,0,0,49,3028,1822,358
2788,11,3236.1,2,3,144,2639,2636,0,21,0,0,0,0,50,913,133,201
2788,10,3479.25,1,3,144,2639,2636,0,21,0,0,0,0,38,1325,89,384
1669,12,747.08,5,2,1845,6978,6999,249,0,0,0,0,0,6,283,36,105
1669,11,15946,4,2,1845,6978,6999,249,0,0,0,0,0,8,266,38,97
1669,10,15276.67,3,2,1845,6978,6999,249,0,0,0,0,0,10,52,4,13
1669,9,4314.43,2,2,1845,6978,6999,249,0,7,35,3,49,13,277,7,92
1669,8,1750.44,1,2,1845,6978,6999,249,0,1,25,0,8,7,209,6,68
1599,12,760.25,2,3,1918,875,905,0,4,0,0,0,0,13,3685,121,516
1599,11,6642.28,1,3,1918,875,905,0,4,0,0,0,0,0,0,0,0
1211,12,1685.34,6,1,3402,,,0,,0,0,0,0,52,1549,103,121
1211,11,714.3,5,1,3402,,,0,,0,0,0,0,55,394,63,55
1211,10,1567.29,4,1,3402,,,0,,0,0,0,0,22,123,13,2
1211,9,1366.9,3,1,3402,,,0,,0,41,0,0,40,905,80,203
1211,8,4961.22,2,1,3402,,,0,,1,139,0,0,57,1681,135,219
1211,7,10022.51,1,1,3402,,,0,,0,213,0,0,58,2887,215,522
3150,12,754.33,2,1,4018,736,740,167,26,132,1,0,0,47,478,39,96
3150,11,1729.69,1,1,4018,736,740,167,26,88,1,0,0,48,459,34,93
1534,12,1013.01,5,3,210,903,918,0,57,0,0,0,0,0,0,0,0
1534,11,177.03,4,3,210,903,918,0,57,0,0,0,0,1,9,0,3
1534,10,2594.33,3,3,210,903,918,0,57,0,0,0,0,1,5,0,1
1534,9,1569.61,2,3,210,903,918,0,57,3,1,0,33,7,12,0,4
1534,8,3950.14,1,3,210,903,918,0,57,6,6,0,8,10,23,2,7
468,12,452.56,6,2,1775,1672,1672,526,20,0,0,0,0,0,0,0,0
468,11,61527.14,5,2,1775,1672,1672,526,20,0,0,0,0,9,3077,78,800
468,10,618.52,4,2,1775,1672,1672,526,20,0,0,0,0,0,0,0,0
468,9,7778.1,3,2,1775,1672,1672,526,20,0,0,0,0,0,0,0,0
468,8,14067.93,2,2,1775,1672,1672,526,20,1,35,0,0,30,75,22,9
468,6,1.66,1,2,1775,1672,1672,526,20,0,0,0,0,51,843,54,237
1870,12,2012.74,4,6,2238,297,306,162,16,0,0,0,0,0,0,0,0
1870,11,159.43,3,6,2238,297,306,162,16,11,6,6,4,0,0,0,0
1870,10,29.11,2,6,2238,297,306,162,16,1,0,2,2,0,0,0,0
1870,9,904.16,1,6,2238,297,306,162,16,1,0,2,2,0,0,0,0
2281,12,324.98,4,1,260,6841,6861,0,40,0,0,0,0,14,415,53,9
2281,11,27265.61,3,1,260,6841,6861,0,40,0,0,0,0,50,409,101,42
2281,10,419.84,2,1,260,6841,6861,0,40,0,0,0,0,34,996,54,111
2281,9,7538.58,1,1,260,6841,6861,0,40,0,0,0,0,52,2126,1342,251
1657,12,1734.98,5,1,1073,1108,1083,0,125,0,0,0,0,54,2983,228,489
1657,11,4139.58,4,1,1073,1108,1083,0,125,0,0,0,0,20,969,66,153
1657,10,1568.46,3,1,1073,1108,1083,0,125,0,0,0,0,36,1905,257,185
1657,9,2377.17,2,1,1073,1108,1083,0,125,65,61,1,12,48,2587,121,334
1657,8,22018.07,1,1,1073,1108,1083,0,125,32,43,2,7,52,1285,1732,147
2265,12,757.12,4,3,687,2068,2071,539,6,0,0,0,0,14,31,10,3
2265,11,505.98,3,3,687,2068,2071,539,6,0,78,1,53,7,88,6,22
2265,10,11554.62,2,3,687,2068,2071,539,6,0,48,1,1,0,0,0,0
2265,9,1285.98,1,3,687,2068,2071,539,6,0,6,0,0,0,0,0,0
1102,12,477.84,4,2,2499,2853,2859,96,159,0,0,0,0,5,35,4,2
1102,11,158.38,3,2,2499,2853,2859,96,159,0,0,0,0,1,1,0,0
1102,10,2714.58,2,2,2499,2853,2859,96,159,0,0,0,0,3,4,2,0
1102,7,6.78,1,2,2499,2853,2859,96,159,0,85,0,0,0,0,0,0
1988,12,1448.07,4,1,989,314,328,0,18,0,0,0,0,1,5,2,3
1988,11,44.43,3,1,989,314,328,0,18,0,6,0,0,1,3,0,1
1988,10,38.85,2,1,989,314,328,0,18,0,0,0,0,0,0,0,0
1988,9,2023.73,1,1,989,314,328,0,18,0,0,0,0,8,30,3,6
562,12,421.03,7,1,9757,757,747,172,204,0,0,0,0,11,22,6,11
562,11,849.43,6,1,9757,757,747,172,204,0,0,0,0,8,36,0,31
562,10,1264.54,5,1,9757,757,747,172,204,0,0,0,0,17,218,78,43
562,9,1604.52,4,1,9757,757,747,172,204,0,0,0,0,13,136,8,54
562,8,584.12,3,1,9757,757,747,172,204,0,0,0,0,22,117,7,27
562,6,12.32,2,1,9757,757,747,172,204,0,0,0,0,3,22,2,13
562,5,15.13,1,1,9757,757,747,172,204,0,18,0,0,21,58,16,28
308,12,254.59,9,3,3327,562,553,0,58,0,0,0,0,0,0,0,0
308,11,715.85,8,3,3327,562,553,0,58,0,0,0,0,0,0,0,0
308,10,170.99,7,3,3327,562,553,0,58,0,0,0,0,0,0,0,0
308,9,1147.6,6,3,3327,562,553,0,58,0,0,0,0,0,0,0,0
308,8,6601.62,5,3,3327,562,553,0,58,0,0,0,0,5,52,6,13
308,7,4181.83,4,3,3327,562,553,0,58,0,0,0,0,10,126,3,42
308,6,1057.35,3,3,3327,562,553,0,58,7,168,0,25,5,39,1,19
308,5,1490.37,2,3,3327,562,553,0,58,4,60,0,0,0,0,0,0
308,4,2006.45,1,3,3327,562,553,0,58,7,0,0,0,4,116,2,31
65,12,228.06,11,,,,,,,0,0,0,0,0,0,0,0
65,11,297.29,10,,,,,,,0,0,0,0,0,0,0,0
65,10,2738.11,9,,,,,,,0,0,0,0,0,0,0,0
65,9,2184.22,8,,,,,,,0,0,0,0,0,0,0,0
65,8,310.1,7,,,,,,,0,0,0,0,0,0,0,0
65,7,1377.63,6,,,,,,,0,0,0,0,0,0,0,0
65,6,0.04,5,,,,,,,0,0,0,0,0,0,0,0
65,5,58.52,4,,,,,,,0,0,0,0,0,0,0,0
65,4,302,3,,,,,,,0,0,0,0,0,0,0,0
65,3,1410.81,2,,,,,,,12,18,0,65,0,0,0,0
65,2,337,1,,,,,,,22,1,0,46,0,0,0,0
888,12,369.37,7,1,440,2872,2867,0,8,0,0,0,0,0,0,0,0
888,11,37998.39,6,1,440,2872,2867,0,8,0,0,0,0,0,0,0,0
888,10,313.21,5,1,440,2872,2867,0,8,0,0,0,0,1,0,0,0
888,9,528.98,4,1,440,2872,2867,0,8,0,0,0,0,1,2,0,0
888,8,165.63,3,1,440,2872,2867,0,8,31,29,6,42,0,0,0,0
888,7,814.19,2,1,440,2872,2867,0,8,19,39,3,9,2,5,2,0
888,6,148.19,1,1,440,2872,2867,0,8,5,43,2,25,4,10,0,5
3443,12,96.88,2,,,,,,,0,0,0,0,0,0,0,0
3443,11,3861.68,1,,,,,,,0,3,0,0,0,0,0,0
1625,12,728.79,5,2,2153,1074,1079,0,0,0,0,0,0,0,0,0,0
1625,11,22.55,4,2,2153,1074,1079,0,0,0,0,0,0,0,0,0,0
1625,10,357.69,3,2,2153,1074,1079,0,0,0,0,0,0,0,0,0,0
1625,9,2933.97,2,2,2153,1074,1079,0,0,1,38,0,1,0,0,0,0
1625,8,4291.73,1,2,2153,1074,1079,0,0,0,0,0,0,0,0,0,0
3496,12,543.07,2,,,,,,,1,0,0,1,0,0,0,0
3496,11,2409.76,1,,,,,,,1,1,0,5,0,0,0,0
1090,12,162.96,3,1,1071,6063,6063,135,26,0,0,0,0,0,0,0,0
1090,10,12895.41,2,1,1071,6063,6063,135,26,0,27,0,0,0,0,0,0
1090,9,3209.12,1,1,1071,6063,6063,135,26,0,0,0,0,0,0,0,0
2316,12,383.03,4,2,3303,18551,18572,75,36,0,0,0,0,1,152,53,136
2316,11,30.67,3,2,3303,18551,18572,75,36,1,0,0,0,24,7137,715,923
2316,10,2676.06,2,2,3303,18551,18572,75,36,1,0,0,0,2,292,33,108
2316,9,68.39,1,2,3303,18551,18572,75,36,7,7,0,0,0,0,0,0
231,12,271.3,9,2,914,1450,1423,515,68,0,0,0,0,6,35,0,22
231,11,1190.63,8,2,914,1450,1423,515,68,0,0,0,0,1,2,0,0
231,10,4390.82,7,2,914,1450,1423,515,68,0,0,0,0,6,61,3,23
231,9,301.49,6,2,914,1450,1423,515,68,0,0,0,0,1,3,0,0
231,8,1930.64,5,2,914,1450,1423,515,68,0,0,0,0,13,50,8,11
231,7,1060.2,4,2,914,1450,1423,515,68,0,0,0,0,17,39,10,37
231,6,183.14,3,2,914,1450,1423,515,68,0,0,0,0,0,0,0,0
231,5,296.38,2,2,914,1450,1423,515,68,0,0,1,0,0,0,0,0
231,4,1248.42,1,2,914,1450,1423,515,68,0,30,0,0,0,0,0,0
274,12,79.32,10,2,1598,,,0,,0,0,0,0,0,0,0,0
274,11,5789.39,9,2,1598,,,0,,0,0,0,0,0,0,0,0
274,10,20.06,8,2,1598,,,0,,0,0,0,0,0,0,0,0
274,9,72.35,7,2,1598,,,0,,0,0,0,0,0,0,0,0
274,8,619.3,6,2,1598,,,0,,0,0,0,0,0,0,0,0
274,7,1290.68,5,2,1598,,,0,,0,0,0,0,23,672,78,111
274,6,848.58,4,2,1598,,,0,,0,0,0,0,25,353,31,68
274,5,266.22,3,2,1598,,,0,,0,1,1,0,29,151,13,18
274,4,1051.41,2,2,1598,,,0,,2,0,0,0,32,652,43,121
274,3,1040,1,2,1598,,,0,,0,0,0,0,10,275,45,30
358,12,85.95,9,3,4437,3158,3172,90,23,0,0,0,0,0,0,0,0
358,11,104.03,8,3,4437,3158,3172,90,23,0,0,0,0,0,0,0,0
358,10,10646.12,7,3,4437,3158,3172,90,23,0,0,0,0,4,7,1,3
358,9,2229.69,6,3,4437,3158,3172,90,23,0,0,0,0,0,0,0,0
358,8,3494.97,5,3,4437,3158,3172,90,23,0,0,0,0,0,0,0,0
358,7,674.59,4,3,4437,3158,3172,90,23,0,0,0,0,3,6,1,1
358,6,11.47,3,3,4437,3158,3172,90,23,1,0,1,0,0,0,0,0
358,5,0.23,2,3,4437,3158,3172,90,23,0,21,1,2,4,327,6,105
358,4,1054.95,1,3,4437,3158,3172,90,23,5,3,1,2,5,10,0,3
2918,12,424.76,3,1,2851,2626,2625,176,44,2,0,0,0,0,0,0,0
2918,11,7326.58,2,1,2851,2626,2625,176,44,8,20,0,3,0,0,0,0
2918,10,14187.02,1,1,2851,2626,2625,176,44,3,18,1,1,0,0,0,0
413,12,61.32,9,1,1312,919,920,0,66,0,0,0,0,2,7,1,0
413,11,47.9,8,1,1312,919,920,0,66,0,0,0,0,5,30,1,0
413,10,1147.56,7,1,1312,919,920,0,66,0,0,0,0,8,24,3,3
413,9,912.87,6,1,1312,919,920,0,66,0,0,0,0,18,34,10,2
413,8,126.67,5,1,1312,919,920,0,66,0,0,0,0,2,3,1,4
413,7,342.42,4,1,1312,919,920,0,66,0,0,0,0,47,71,19,16
413,6,1.46,3,1,1312,919,920,0,66,0,0,0,0,50,56,21,0
413,5,35.04,2,1,1312,919,920,0,66,0,0,0,0,7,25,3,7
413,4,50,1,1,1312,919,920,0,66,0,0,0,0,1,2,0,0
2455,12,101.6,3,1,398,1398,1412,0,27,0,1,0,4,108,5180,262,612
2455,11,34.22,2,1,398,1398,1412,0,27,0,0,0,0,110,1828,228,306
2455,10,2283.77,1,1,398,1398,1412,0,27,0,0,0,0,0,0,0,0
1141,12,64.71,6,1,1650,836,829,547,121,0,0,0,0,21,116,21,21
1141,11,283.32,5,1,1650,836,829,547,121,0,0,0,0,35,240,33,18
1141,10,942.23,4,1,1650,836,829,547,121,0,0,0,0,18,980,71,281
1141,9,1351.94,3,1,1650,836,829,547,121,0,0,0,0,17,172,10,46
1141,8,3409.53,2,1,1650,836,829,547,121,1,0,0,0,18,348,24,54
1141,7,927.58,1,1,1650,836,829,547,121,2,0,0,0,30,344,29,120
2074,12,28.61,4,3,1801,,,0,,0,0,0,0,1,3,0,2
2074,11,34.87,3,3,1801,,,0,,0,0,0,0,8,333,30,126
2074,10,660.84,2,3,1801,,,0,,0,1,1,0,0,0,0,0
2074,9,4012.48,1,3,1801,,,0,,0,12,0,0,54,75,4,26
1996,12,44.98,4,1,276,,,265,,0,0,0,0,54,4380,290,523
1996,11,96,3,1,276,,,265,,10,0,0,0,57,1078,131,138
1996,10,192.84,2,1,276,,,265,,3,0,1,1,56,1588,210,245
1996,9,16822.62,1,1,276,,,265,,20,0,0,0,51,651,73,25
2196,12,27.41,4,2,809,1018,1025,0,137,0,0,0,0,4,8,6,2
2196,11,100.49,3,2,809,1018,1025,0,137,0,0,0,0,2,12,0,0
2196,10,89.74,2,2,809,1018,1025,0,137,1,0,0,0,0,0,0,0
2196,9,5809.8,1,2,809,1018,1025,0,137,0,9,0,0,18,1502,76,198
634,12,33.79,6,6,1474,899,897,0,13,0,0,0,0,30,3359,1884,625
634,11,28.25,5,6,1474,899,897,0,13,0,0,0,0,17,629,18,119
634,10,847.45,4,6,1474,899,897,0,13,0,0,0,0,17,1669,93,1587
634,9,1294.49,3,6,1474,899,897,0,13,0,0,0,0,15,514,47,143
634,6,298.69,2,6,1474,899,897,0,13,1,186,6,44,2,3,1,1
634,5,2321.74,1,6,1474,899,897,0,13,7,163,5,73,9,22,0,4
516,12,39.01,7,8,3412,333,325,0,38,0,0,0,0,0,0,0,0
516,11,36.82,6,8,3412,333,325,0,38,0,0,0,0,0,0,0,0
516,10,406.85,5,8,3412,333,325,0,38,0,0,0,0,0,0,0,0
516,9,458.31,4,8,3412,333,325,0,38,0,0,0,0,1,1,0,0
516,7,24.5,3,8,3412,333,325,0,38,0,0,0,0,0,0,0,0
516,6,328.06,2,8,3412,333,325,0,38,0,0,0,0,4,7,1,1
516,5,2615.79,1,8,3412,333,325,0,38,2,43,6,29,8,75,6,46
2871,12,46.33,3,1,288,994,998,0,0,1,0,0,0,49,294,56,34
2871,11,1757.13,2,1,288,994,998,0,0,0,0,0,0,53,12181,495,4638
2871,10,4144.46,1,1,288,994,998,0,0,13,8,9,64,45,508,111,76
1175,12,18.55,6,1,818,1755,1761,0,70,0,0,0,0,0,0,0,0
1175,11,15.05,5,1,818,1755,1761,0,70,0,0,0,0,0,0,0,0
1175,10,803.88,4,1,818,1755,1761,0,70,0,0,0,0,0,0,0,0
1175,9,4917.63,3,1,818,1755,1761,0,70,0,0,0,0,0,0,0,0
1175,8,1695.88,2,1,818,1755,1761,0,70,0,0,0,0,0,0,0,0
1175,7,359.19,1,1,818,1755,1761,0,70,0,0,0,0,2,6,0,5
1511,12,36.16,3,1,708,,,289,,122,30,47,362,54,85910,4766,18169
1511,11,305.9,2,1,708,,,289,,73,2,25,397,26,4548,254,662
1511,10,3124.7,1,1,708,,,289,,29,2,34,358,16,88,29,18
2427,12,25.42,3,1,2370,,,0,,0,0,0,0,0,0,0,0
2427,11,63.06,2,1,2370,,,0,,0,0,0,0,4,32,6,8
2427,10,3295.66,1,1,2370,,,0,,0,0,0,0,0,0,0,0
36,12,16.01,8,2,389,9970,9946,120,39,0,0,0,0,1,16,5,3
36,11,241.19,7,2,389,9970,9946,120,39,0,0,0,0,3,59,3,15
36,10,7.8,6,2,389,9970,9946,120,39,0,0,0,0,0,0,0,0
36,7,33.15,5,2,389,9970,9946,120,39,0,0,0,0,0,0,0,0
36,6,13.47,4,2,389,9970,9946,120,39,0,0,0,0,3,114,3,17
36,3,2420,3,2,389,9970,9946,120,39,0,0,0,0,7,134,3,25
36,2,4379,2,2,389,9970,9946,120,39,16,20,7,10,46,702,58,99
36,1,4055.74,1,2,389,9970,9946,120,39,22,262,0,3,1,39,2,8
2119,12,4.22,4,2,2707,487,485,0,28,0,0,0,0,4,8,6,2
2119,11,43.06,3,2,2707,487,485,0,28,2,78,1,25,2,12,0,0
2119,10,1925.82,2,2,2707,487,485,0,28,0,44,1,1,0,0,0,0
2119,9,1707.45,1,2,2707,487,485,0,28,3,8,0,0,18,1502,76,198
233,12,3.97,5,2,1411,,,566,,0,0,0,0,0,0,0,0
233,11,125.06,4,2,1411,,,566,,0,0,0,0,0,0,0,0
233,6,4227.9,3,2,1411,,,566,,8,0,0,0,0,0,0,0
233,5,5163.51,2,2,1411,,,566,,3,3,2,3,0,0,0,0
233,4,1973.98,1,2,1411,,,566,,7,1,0,0,1,23,1,3
653,12,4.34,6,1,278,194,195,470,2,0,0,0,0,1,3,0,0
653,11,394.38,5,1,278,194,195,470,2,0,0,0,0,0,0,0,0
653,6,87.03,4,1,278,194,195,470,2,0,0,0,0,0,0,0,0
653,5,61.41,3,1,278,194,195,470,2,0,6,0,1,1,1,0,0
653,4,95.95,2,1,278,194,195,470,2,4,3,0,1,3,4,1,0
653,3,4472.11,1,1,278,194,195,470,2,7,2,0,9,0,0,0,0
290,12,4.34,3,2,763,,,0,,0,0,0,0,,,,
290,11,5368.69,2,2,763,,,0,,0,0,0,0,,,,
290,6,0,1,2,763,,,0,,0,0,0,0,,,,
22,12,0,7,2,532,,,0,,0,0,0,0,0,0,0,0
22,11,30.66,6,2,532,,,0,,0,0,0,0,0,0,0,0
22,10,6.87,5,2,532,,,0,,0,0,0,0,0,0,0,0
22,9,6.93,4,2,532,,,0,,0,0,0,0,0,0,0,0
22,6,69.93,3,2,532,,,0,,0,0,0,0,1,2,2,0
22,5,9.51,2,2,532,,,0,,124,84,16,176,0,0,0,0
22,3,10597.72,1,2,532,,,0,,437,493,35,176,0,0,0,0
256,12,9.5,5,1,1196,,,0,,0,0,0,0,,,,
256,11,3.2,4,1,1196,,,0,,0,0,0,0,,,,
256,6,2.56,3,1,1196,,,0,,0,0,0,0,,,,
256,5,20.9,2,1,1196,,,0,,1,0,0,0,,,,
256,4,3962.39,1,1,1196,,,0,,1,0,0,0,,,,
145,12,0.96,6,1,2172,3997,4010,85,93,0,0,0,0,51,582,98,85
145,11,84.48,5,1,2172,3997,4010,85,93,0,0,0,0,50,815,133,105
145,7,30.3,4,1,2172,3997,4010,85,93,0,0,0,0,52,438,65,44
145,6,1081.74,3,1,2172,3997,4010,85,93,4,0,0,0,54,591,70,92
145,5,6276.66,2,1,2172,3997,4010,85,93,1,15,2,1,51,468,27,29
145,4,1895.23,1,1,2172,3997,4010,85,93,0,10,0,0,47,195,24,52
2180,12,1,4,1,2798,965,963,0,0,0,0,0,0,0,0,0,0
2180,11,15.07,3,1,2798,965,963,0,0,0,0,0,0,0,0,0,0
2180,10,1090.37,2,1,2798,965,963,0,0,0,0,0,0,0,0,0,0
2180,9,1453.87,1,1,2798,965,963,0,0,0,0,0,0,1,1,0,1
1240,12,2,5,1,2758,,,0,,0,0,0,0,0,0,0,0
1240,10,124.45,4,1,2758,,,0,,0,0,0,0,0,0,0,0
1240,9,876.32,3,1,2758,,,0,,0,0,0,0,0,0,0,0
1240,8,2098.56,2,1,2758,,,0,,0,0,0,0,0,0,0,0
1240,7,1937.65,1,1,2758,,,0,,0,0,0,0,1,0,0,0
1375,12,0,3,3,1330,,,0,,0,0,0,0,3,1,1,0
1375,8,4774.35,2,3,1330,,,0,,1,38,0,9,41,47,38,18
1375,7,1089.67,1,3,1330,,,0,,1,68,0,133,2,2,0,3
519,12,0,7,5,789,283,259,0,145,0,0,0,0,0,0,0,0
519,11,86.71,6,5,789,283,259,0,145,0,0,0,0,0,0,0,0
519,7,1063.04,5,5,789,283,259,0,145,0,0,0,0,0,0,0,0
519,6,163.7,4,5,789,283,259,0,145,0,0,0,0,0,0,0,0
519,5,137.22,3,5,789,283,259,0,145,1,3,0,0,0,0,0,0
519,4,2008.17,2,5,789,283,259,0,145,7,35,4,8,0,0,0,0
519,3,13276.88,1,5,789,283,259,0,145,8,19,3,24,0,0,0,0
1005,12,6.06,6,1,567,259,261,0,81,0,0,0,0,5,66,11,2
1005,11,9.71,5,1,567,259,261,0,81,0,0,0,0,0,0,0,0
1005,10,11.16,4,1,567,259,261,0,81,0,0,0,0,6,738,31,146
1005,9,164.28,3,1,567,259,261,0,81,6,0,0,1,0,0,0,0
1005,8,359.82,2,1,567,259,261,0,81,4,0,0,0,1,2,0,0
1005,7,6807.28,1,1,567,259,261,0,81,12,2,0,0,11,902,129,172
1999,12,565.31,4,1,2768,1166,1175,0,0,0,0,0,0,16,14,10,0
1999,11,8.81,3,1,2768,1166,1175,0,0,0,0,0,0,0,0,0,0
1999,10,2199.28,2,1,2768,1166,1175,0,0,0,0,0,0,10,6,1,0
1999,9,978.43,1,1,2768,1166,1175,0,0,0,0,0,0,0,0,0,0
556,12,9.5,6,4,1547,,,0,,0,0,0,0,2,163,17,38
556,9,90.97,5,4,1547,,,0,,0,0,0,0,2,37,3,8
556,8,200.09,4,4,1547,,,0,,0,0,0,0,6,119,10,20
556,7,188.2,3,4,1547,,,0,,0,0,0,0,7,85,5,14
556,6,653.67,2,4,1547,,,0,,0,0,0,0,17,63,3,7
556,5,1687.6,1,4,1547,,,0,,0,0,0,0,43,253,29,51
1134,12,0,6,1,3646,,,0,,0,0,0,0,0,0,0,0
1134,11,24.08,5,1,3646,,,0,,0,0,0,0,0,0,0,0
1134,10,137.11,4,1,3646,,,0,,0,0,0,0,0,0,0,0
1134,9,412.79,3,1,3646,,,0,,0,0,0,0,0,0,0,0
1134,8,3790.9,2,1,3646,,,0,,1,0,0,0,0,0,0,0
1134,7,1010.86,1,1,3646,,,0,,0,0,0,0,1,1,0,0
294,12,1.21,6,1,5412,,,0,,0,0,0,0,0,0,0,0
294,10,45.61,5,1,5412,,,0,,0,0,0,0,0,0,0,0
294,9,1777.42,4,1,5412,,,0,,0,0,0,0,32,3316,262,560
294,8,40798.92,3,1,5412,,,0,,0,0,0,0,26,2708,86,171
294,6,0.03,2,1,5412,,,0,,0,26,0,0,0,0,0,0
294,5,8.26,1,1,5412,,,0,,0,0,0,0,0,0,0,0
1099,12,0,5,2,2101,,,0,,0,0,0,0,3,47,0,5
1099,11,469.57,4,2,2101,,,0,,0,0,0,0,4,576,23,38
1099,10,4.22,3,2,2101,,,0,,0,0,0,0,5,1182,43,352
1099,8,252.95,2,2,2101,,,0,,0,0,0,0,18,1800,141,568
1099,7,1804.27,1,2,2101,,,0,,2,0,0,0,12,67,4,15
959,12,0,3,1,1562,,,0,,0,0,0,0,0,0,0,0
959,11,72.22,2,1,1562,,,0,,0,0,0,0,0,0,0,0
959,6,10037.65,1,1,1562,,,0,,1,44,0,33,0,0,0,0
389,12,0,6,1,1391,,,0,,0,0,0,0,0,0,0,0
389,11,1866.45,5,1,1391,,,0,,0,0,0,0,1,0,0,0
389,10,478.71,4,1,1391,,,0,,0,0,0,0,9,52,2,4
389,9,162.28,3,1,1391,,,0,,0,0,0,0,0,0,0,0
389,8,139.91,2,1,1391,,,0,,0,0,0,0,0,0,0,0
389,6,0,1,1,1391,,,0,,0,0,0,0,0,0,0,0
3278,11,48420.66,1,1,564,7739,7753,0,0,1,0,0,0,36,3138,1331,1224
3510,11,22961.22,1,2,2746,,,285,,0,2,3,0,5,49,0,19
3004,11,15329.12,2,2,743,9970,9946,120,39,11,396,35,93,86,7468,468,712
3004,10,4667.12,1,2,743,9970,9946,120,39,0,168,0,0,104,2416,196,446
142,11,13914.18,9,5,7468,7276,7262,94,151,0,0,0,0,17,1125,39,253
142,10,14148.27,8,5,7468,7276,7262,94,151,0,0,0,0,46,1262,134,237
142,9,18965.02,7,5,7468,7276,7262,94,151,0,0,0,0,54,919,58,205
142,8,32682.01,6,5,7468,7276,7262,94,151,0,0,0,0,51,1421,68,333
142,7,9313.66,5,5,7468,7276,7262,94,151,0,0,0,0,55,593,46,152
142,6,1281.64,4,5,7468,7276,7262,94,151,0,0,0,0,42,881,93,176
142,5,1780.97,3,5,7468,7276,7262,94,151,1,58,0,33,21,146,8,37
142,4,5161.9,2,5,7468,7276,7262,94,151,0,69,2,84,50,224,31,29
142,3,1626.3,1,5,7468,7276,7262,94,151,3,42,1,104,44,116,27,17
2262,11,12163.24,3,,,,,,,6,0,0,0,2,87,18,23
2262,10,321.57,2,,,,,,,2,0,0,0,1,8,0,1
2262,9,8434.2,1,,,,,,,3,0,0,2,33,37,5,10
